Date,ODA/LUX_LE_Value,ODA/LUX_LP_Value,ODA/LUX_PPPGDP_Value,ODA/LUX_BCA_NGDPD_Value,ODA/LUX_TX_RPCH_Value,ODA/LUX_TXG_RPCH_Value,ODA/LUX_TM_RPCH_Value,ODA/LUX_TMG_RPCH_Value,ODA/LUX_GGXWDG_NGDP_Value,ODA/LUX_GGXCNL_NGDP_Value,ODA/LUX_GGXONLB_NGDP_Value,ODA/LUX_GGR_NGDP_Value,ODA/LUX_GGSB_NPGDP_Value,ODA/LUX_GGX_NGDP_Value,ODA/LUX_NGSD_NGDP_Value,ODA/LUX_PPPEX_Value,ODA/LUX_PCPIPCH_Value,ODA/LUX_PCPIEPCH_Value,ODA/LUX_PCPI_Value,ODA/LUX_PCPIE_Value,ODA/LUX_NGAP_NPGDP_Value,ODA/LUX_PPPSH_Value,ODA/LUX_NID_NGDP_Value,ODA/LUX_LUR_Value
1991-12-31,0.014423076923077,0.013054830287206,0.12256669069935001,,0.6441739752998,1.3734111989006998,0.82616523304661,2.8074723598933,,,,,,,0.036046958630275,-0.014531043593131001,-0.16216216216216,-0.40376233080982,0.031000543618207997,0.025986740887857,0.39478034955124996,0.076923076923077,0.06888391159193699,0.09872611464968101
1992-12-31,0.0,0.012886597938144,0.041425818882466006,,-0.7026997605051201,-0.9633810971197,-1.3390294665351998,-1.6280164213478001,,,,,,,0.012472885032538001,0.013404825737265,0.032258064516129,0.11735282801077,0.031997113876979004,0.029036479633568,-0.30268393870121,-0.08928571428571401,-0.13015458822599002,0.18405797101448998
1993-12-31,-0.004739336492891,0.015267175572519,0.066790009250694,,0.7422189674112,-9.110671936758902,-2.6872374798061003,-1.1514668367346999,,,,,,,-0.0010712372790572,0.035714285714286004,0.125,0.24242424242424,0.03599327731092399,0.036086161672363,-0.10271976687711999,0.019607843137255002,0.007363301668105999,0.28824969400245
1994-12-31,0.0095238095238095,0.015037593984962001,0.060295987975489004,,0.6162253047499,-4.3611111111111,0.28513979318269,4.6494736842105,,,,,,,-0.050769013687033,0.014048531289911,-0.38888888888889,-0.50027716186253,0.021998131132221998,0.018041171205728,-0.15290933694181,0.0,-0.054054054054054,0.29786223277909996
1995-12-31,0.018867924528301997,0.012345679012346,0.035494247859986,,-0.40559167750325004,0.21806582572132996,-0.36894650573685,0.45183528973356,,,,,,,-0.06270067784516599,0.0012594458438287,-0.13636363636364,-0.30227398779811,0.019010248009448002,0.012572060134888999,-0.5608626198083101,-0.019230769230768996,-0.066205580729788,0.083821376281113
1996-12-31,0.023148148148147998,0.012195121951219998,0.033698399326032,-0.037988452849134005,-0.50317217239116,-1.1416498035948002,0.27201889020071,-0.8400924024640699,0.0068937550689376,-0.5059942124845,-0.91372549019608,0.0051772864369346,0.42462686567164004,0.036384710358556,0.0043137628064833,0.012578616352201,-0.38789473684211,0.042925278219396006,0.011627037535516999,0.013122968916673002,-1.6384139687158998,-0.019607843137255002,0.030086325790467997,0.09456264775413699
1997-12-31,0.031674208144796004,0.012048192771084,0.077475550122249,-0.13725319648604,4.005284015852,-11.899159663866,1.3398923333952,9.426966292134802,-0.0063095717545979,2.0619246861925,28.659090909091,0.047088009450679,1.3321110529073,-0.011499841968345,0.014906989230331999,-0.036024844720497,0.19002579535684,0.13871951219512,0.013833967749486,0.014936336924584001,0.12136752136752,0.02,0.10160666468313001,0.018821351434742
1998-12-31,0.043859649122807,0.011904761904761998,0.076490332340566,-0.14245387639882998,-0.017066948183338003,-0.25728604471857996,-0.062911543038477,-0.30788177339901,-0.041340178330181,-0.079256627493851,-0.10383141762452001,0.0025723182454083,-0.08288409703503999,0.0099365438536081,-0.0099268710129142,-0.014175257731959,-0.30708092485549,-0.77376171352075,0.0095868772782503,0.0033775633293124,-0.10823170731707,0.039215686274510005,0.049336034211119005,-0.07419745608722
1999-12-31,0.050420168067227,0.014117647058824,0.10078608756752001,0.25887608746767005,0.2754855455115,-0.40734973528496005,0.25431764307484,-0.22642348754448,-0.094137542277339,0.0089047195013356,0.070970500213767,-0.041389088944905,-0.20230222875337,-0.04549218255321201,0.08841463414634101,0.036601307189543,0.061522419186653,5.9704142011834005,0.010181853193564001,0.023563356576099998,-1.2074074074074,0.037735849056603994,0.026210801767406002,-0.054628720968269005
2000-12-31,0.055999999999999994,0.013921113689094999,0.10911194446660999,0.23477773627195,-0.11606203073469,1.1026449465756,-0.29029427645788,-0.10537665324899001,-0.040759178593652995,0.75610473668726,0.8874251497005999,0.022797173244429998,0.48633712004911994,-0.040797060774608006,0.049871494989749,-0.0025220680958386,2.7220039292730998,0.8497453310696099,0.037886459760529,0.04357528776133401,7.3131868131868,0.036363636363636,-0.032940389599532,-0.16955017301038
2001-12-31,0.053030303030303,0.011441647597254,0.048559404337974,-0.33784601421872995,-0.64562991188378,-0.54956681106298,-0.42719923918211994,-0.036638277358187005,0.023191696399611002,0.023286982744177998,0.0042301184433165,0.015517399687816003,0.21379880190043,0.014283814337013001,-0.087825943448124,-0.021491782553729,-0.36421219319082,-0.77535566773749,0.024083108534695998,0.0097917839054587,-0.79643093192333,0.0,0.055070459064579996,-0.083333333333333
2002-12-31,0.032374100719424,0.01131221719457,0.05687626496518099,0.20308395202741,-0.53673835125448,-0.56056963195857,-0.87182467209032,-1.2345287739783002,0.0028530670470756,-0.65618860510805,-0.7847514743049699,-0.013381555153706998,-0.66031313818924,0.08958355187244302,-0.020926936646262002,0.0051679586563308,-0.14653383146534,1.9489274770173999,0.020568751190970003,0.028867588051716,-0.59253246753247,0.017543859649123,-0.10131923959358,0.13636363636364
2003-12-31,0.020905923344948,0.011185682326622,0.036937258593268,-0.22681097503085998,2.3264023210832003,0.52777777777778,7.9805699481865,-5.8499288762447,-0.017543859649123,-0.77904761904762,-1.4109589041096002,-0.03168530058651,-0.30711422845690994,0.0060652739000673,-0.069574055252703,0.038560411311054005,0.23443579766536998,-0.166955316938,0.025371232756348002,0.024049398765031,-9.800796812748999,-0.017241379310345,0.0059721905630271,0.32
2004-12-31,0.020477815699659,0.015486725663716998,0.072463768115942,0.4559184675835,0.60880941997383,1.8429752066116003,0.70070676474831,0.1073471183458,0.021879021879022,-3.364224137931,3.4190476190476002,-0.018691588785047,-1.1800433839478999,0.018468899521531003,0.11012909632572,-0.0086633663366337,0.27107959022853,0.4956340956341,0.03226290194734201,0.035967417750978996,-0.09416025350837501,-0.017543859649123,-0.017538294208284,0.12121212121212
2005-12-31,0.030100334448161,0.015250544662308997,0.086393088552916,-0.026313570043012997,-0.59962049335863,-1.2018410852713002,-0.64820625901111,-0.64428552509601,-0.044395465994962004,-1.003646308113,-0.63308189655172,0.0015913200723326,-2.2931726907631003,-0.024311754204642003,0.013447833735874,0.01498127340824,0.16646001239926,-0.031971087016959,0.03763619383625601,0.034820790360462005,-0.61569215392304,0.0,0.035241477927948996,0.10810810810811
2006-12-31,0.035714285714286004,0.015021459227468002,0.081564666057708,-0.10194889562580998,1.9203340103814,-5.7527604416707,2.0882352941176,1.4724497393893998,0.1006589785832,337.5,-1.8898678414096999,-0.038612455164777,2.3509316770186,-0.071117317090787,-0.09806402259621,0.035670356703567004,-0.21259633271326,-0.32538770821366997,0.029630888926668,0.023485297019932995,-1.9310793237971002,0.0,-0.09606558837944999,0.048780487804878
2007-12-31,0.043887147335422996,0.016913319238901,0.094242138208555,-0.026716820987654,-0.30115919629057003,-1.100404040404,-0.27345823575332,-0.66526125583496,-0.0011974255350995,1.7186115214179998,3.4389438943894,0.00012519718556733002,0.80352177942539,-0.06020786356685599,0.01301582123634,0.010688836104513,-0.10394870064124001,0.85525755640698,0.026544289044288998,0.043578866178172006,5.727653631284901,0.017857142857143002,0.033321831714891004,-0.023255813953488
2008-12-31,0.05105105105105099,0.016632016632017,0.012122037591937,-0.46913090873054997,-0.51387813778613,-4.321931589537201,-0.33952938648328995,3.9581646423752006,1.1633448224187,-0.13393099701168,-0.25985130111524,0.05951129137248999,0.090955806783145,0.079178157749586,-0.13447542989630998,-0.015276145710928002,0.54048964218456,-0.83042680128499,0.040910940175792,0.0073909830007392,-0.42993564459207,-0.035087719298246,0.026618327529457003,0.0
2009-12-31,0.0085714285714286,0.01840490797546,-0.048378414749024,0.35579615456412,-3.9408553230209,-7.5405814657783,-3.4987798926306004,-2.9961894393032003,0.076267664172901,-1.2085947302384,-1.5826217980914,0.05198610553179401,-0.5788977861516701,0.15465998824460997,-0.10383957139667999,0.0,-0.9965770171149101,2.3261163734777,0.00014543206958928998,0.024578136463683002,-2.2669337217771,-0.054545454545455,-0.21825193996561,0.30952380952381
2010-12-31,0.01699716713881,0.020080321285141003,0.043602253175893994,0.060030290513562,-1.5607982673267,-1.3413900078715,-1.7420572916666999,-1.6965275884011,0.25642015833172,0.15187969924812,-0.12931034482759,-0.039556144567487996,-1.4038031319911,-0.036717349445588,0.14302320753934,0.059665871121718,198.78571428571,0.24165988608625,0.027964337971336004,0.030522735409952997,-0.7300948548433499,-0.019230769230768996,0.17807893485497,0.054545454545455
2011-12-31,0.030640668523677,0.021653543307087,0.040086722825719,-0.13690089622029,-0.24910344827585998,-0.27505764275058003,-0.35251798561151,-0.24411092985317998,-0.041903591004558996,-1.2245430809398998,-0.9158415841584201,-0.00084194770569253,-1.8310249307479,-0.022378457862328997,0.0089350573877669,0.02027027027027,0.33142652842331,0.090104849279161,0.037246927769428,0.03326674194389,-0.6762513312034101,-0.019607843137255002,0.06574167507568099,-0.017241379310345
2012-12-31,0.024324324324323996,0.025048169556840003,0.016176662179181,-0.12400300978178999,-1.3526818515797,-2.8521983161833,-1.1410569105691002,-1.2734806629834,0.16120408490616,-0.72093023255814,0.62352941176471,0.028814194092037,1.8566666666667,0.031844888366628,-0.019043847649218997,0.012141280353200999,-0.22475832438238,-0.26209798617373004,0.028869019714804003,0.024546065904506004,5.1282894736842,-0.04,0.0084268333096623,0.072982456140351
2013-12-31,0.013192612137203,0.0093984962406015,0.036603346225347,-0.10822882666209,-2.3427083333332996,-1.4516161616162,-2.2007684918348,-1.1546717171717,0.064232433925776,0.16666666666667002,-0.36231884057971003,-0.0079630514413123,-0.3465577596266,-0.0081539687962648,-0.13009651730339,0.021810250817883996,-0.41219258746103005,-0.3918533604888,0.016966282826609,0.014932720708893999,-0.37090713902308003,0.0,-0.13088587390263,0.12115761935906
2014-12-31,0.013020833333332999,0.02048417132216,0.044092183377309004,-0.0088614910421885,-0.017455391776571,-1.4493401923506999,0.6464,2.2857142857143,0.047202872842124,5.5535714285714,-3.6931818181817997,0.0060546292686282,-0.20357142857142999,-0.0010792936367602,0.0081842726965913,-0.0053361792956243,-0.36240424278137995,-0.34628265237776,0.010826178334610002,0.0097655618431689,-0.84300341296928,-0.020833333333333,0.012963863231243,0.029458947061397005
2015-12-31,0.020565552699229,0.018248175182482,0.037847229077412003,-0.22312925170068,-0.29490722463482,-1.9581881533101002,-0.13459669582119002,0.18136645962733,0.09295984134853698,-4.9536784741144,-7.4599156118143,-0.019695898967333002,-3.9506726457398997,0.021931034482759,-0.020085362791865003,0.0032188841201717,0.95656192236599,1.4077868852459,0.021162571421663997,0.02349729400839,0.67934782608696,-0.021276595744681,0.035620967311897005,-0.018982858761864
2016-12-31,,0.019713261648744998,0.040633084766397994,0.078308731548661,0.32250839865622,-0.049350649350649006,0.34025828186412,0.12407991587802,0.07386406592575799,-0.093728463128877,-0.13977792292619,-0.0037671790340209,-0.053951367781154995,-0.006703558734872,0.020368946963874,0.00427807486631,-0.12753897024091,-0.25361702127659996,0.018474821052299,0.01753713539263,,0.0,0.0084959579836259,-0.032057761732852005
2017-12-31,,0.01933216168717,0.04323267037145401,-0.059396751740139,-0.060541913632515,-0.034426229508197,-0.09049015500628399,0.040692235734331,0.08096310898338499,0.26159695817490997,0.20501138952164003,-0.0047851357344599,0.30522088353414,0.0031479300661292,-0.0054823184766688,-0.0053248136315228,-0.0027070925825663,0.09293044469783399,0.018418646458071997,0.019164392512588,,-0.021739130434783,0.0062799959154499,-0.032821124869462
2018-12-31,,0.020689655172413998,0.043158282079587995,0.0076467686235816,0.0063091482649843,-0.013582342954158999,0.047443574389682004,-0.031460674157303,0.07092614302461901,0.05123568414707701,0.0063011972274732,0.00053945022985262,0.070153846153846,0.0024156225307597,0.0045867699040566,-0.0021413276231263,0.04071661237785,0.0,0.019173558749458,0.019166075819518003,,-0.022222222222222,0.0040590593130043,-0.033780657103192994
2019-12-31,,0.018581081081081,0.043287643620237994,-0.019339045287638003,0.038961038961039,-0.0091795754446357,0.034300791556728,0.029234338747099995,0.07060755336617401,0.17087155963303,0.14026299311208998,-0.0057901029091165,0.16561242093157,0.0011711184180893,0.0042307208980857,-0.0021459227467811,0.0,0.0,0.019163724048346,0.01916828869367,,-0.022727272727273,0.0090454292788922,-0.01772030651341
