Date,ODA/VEN_LE_Value,ODA/VEN_LP_Value,ODA/VEN_PPPGDP_Value,ODA/VEN_BCA_NGDPD_Value,ODA/VEN_TX_RPCH_Value,ODA/VEN_TXG_RPCH_Value,ODA/VEN_TM_RPCH_Value,ODA/VEN_TMG_RPCH_Value,ODA/VEN_GGXWDG_NGDP_Value,ODA/VEN_GGXCNL_NGDP_Value,ODA/VEN_GGXONLB_NGDP_Value,ODA/VEN_GGR_NGDP_Value,ODA/VEN_GGSB_NPGDP_Value,ODA/VEN_GGX_NGDP_Value,ODA/VEN_NGSD_NGDP_Value,ODA/VEN_PPPEX_Value,ODA/VEN_PCPIPCH_Value,ODA/VEN_PCPIEPCH_Value,ODA/VEN_PCPI_Value,ODA/VEN_PCPIE_Value,ODA/VEN_PPPSH_Value,ODA/VEN_NID_NGDP_Value,ODA/VEN_LUR_Value
1991-12-31,,0.024110040698572997,0.13382027923023002,-0.79364443172058,-0.57335784935328,-0.54762619290559,-45.201453790239,9.3146710257458,,-1.5930171964565,-0.78722203408963,-0.11615879228403998,,0.061349116873355994,-0.1801041064199,0.16666666666667002,-0.15867276662731,-0.14967925873129,0.34229137199434007,0.30975609756098,0.074391988555079,0.82814640829908,-0.14414414414414
1992-12-31,,0.023542431711857003,0.084783797275774,-2.7239178690344,-1.2988556992123999,-1.4402282075096002,-0.47293614621999,-0.8117274167987301,,1.7978910369068999,-2.2620689655172,-0.23204175233275,,-0.09574813372281699,-0.17499059443190002,0.28571428571429,-0.081333138430054,0.027048810368172995,0.31401475237091997,0.31843575418994,-0.046604527296937,0.26980728051392,-0.18947368421052999
1993-12-31,,0.023000933798594,0.026607587391746002,-0.46418799291807006,-3.886623570363,-4.2691380349607995,-1.4201916648093997,-3.4701178451178,,-0.54130025125628,-1.7137452711223,0.019193541743893996,,-0.09723944397311199,-0.14490110015391,0.27777777777778,0.21318779238138003,0.44210063722259,0.38091419406576,0.45974576271186,-0.018156424581006,-0.20952782462057,-0.14285714285714002
1994-12-31,,0.022483785731444002,-0.0027066372380347,-2.3502553319315003,0.44702842377261,-0.40997510832488,1.3655457727803,1.4194922474016,,2.8298527901404,-4.567726737338,0.25395029298848,,0.52591628713945,0.23391773881741001,0.6086956521739101,0.5953255338125,0.54189068587972,0.60801393728223,0.70827285921626,-0.052631578947367995,-0.24506666666667004,0.31818181818182
1995-12-31,,0.02198938119626,0.06119303953254401,-0.38620689655171997,0.023809523809523996,0.42,-2.1331390134528996,-2.0919366197183002,,-0.47582014838652,-1.0566193463189,-0.12971736117825,,-0.22140894447603,0.11939492166396999,0.48648648648649,-0.014699837216568,-0.20075950081879002,0.5994944023113,0.5664117813650501,0.003003003003003,0.27968915577534004,0.17816091954023
1996-12-31,,0.021516252126338998,0.016236385639371,3.6190648785792,-0.4556976744186,-0.37742077464789003,-1.5804345245162,-1.4993389442456002,,-2.3540245566166003,36.408163265306,0.32087838838690996,,-0.15637835042137,0.41177606177606,1.1272727272727,0.66673898169317,0.82359798639936,0.99864529239106,1.0323630446574,-0.038922155688623,-0.086066026278017,0.14634146341463
1997-12-31,,0.020567982357442,0.08192120670834599,-0.65819209039548,0.86114078188421,0.8939554612937399,-2.6942114951933,-5.0310623183726,,-0.67544080604534,-0.56472605408776,-0.058986795256385005,,0.11753038335317001,0.09462600847805301,0.31623931623932,-0.4989787336297,-0.6357234873066501,0.50045187528242,0.37603416066185996,0.020249221183801003,0.67157958320749,0.041872340425532006
1998-12-31,,0.020021167754454,0.013824326852873998,-2.1069788797062,-0.59366391184573,-0.60274356103024,-0.5463801360215701,-0.77454702744269,,-2.7419480015522004,-1.1088630259624,-0.27600178757634003,-1.1156729016139,-0.07089841228862799,-0.19400374765770997,0.17532467532468,-0.28493205435651,-0.20481799569252,0.35777744315615007,0.29906904577191995,-0.021374045801527002,0.10793914646045,0.0
1999-12-31,,0.02001729355815,-0.045315219790758,-1.4504355039403,-4.1042372881356,-3.5623678646933996,-1.8278034066713997,-1.8135436651744,-0.054874522955939004,-1.1655157050568001,-8.539473684210499,0.10476935105550998,-0.6082895504962099,-0.09332777604112402,0.1109733415995,0.24309392265193,-0.34128891621486,-0.33030161171671,0.2357214151048,0.20025878371652997,-0.09204368174727,-0.13512720156556,0.18648913576213003
2000-12-31,,0.019794006696902,0.060460408856407,3.6376611418048,-1.5302575302575,-1.6057022368903997,-2.3287964848355003,-2.3088479343174,-0.13606607525237,4.9892328398385,0.6426701570680601,0.21961485454613,4.4642324888227005,0.083856880171621,0.19587053571429,0.26666666666667005,-0.31243105642766,-0.32938885560215997,0.16208211801660002,0.13433949747077,-0.010309278350514999,-0.088509258211713,-0.035593803786575
