Date,ODA/KWT_LE_Value,ODA/KWT_LP_Value,ODA/KWT_PPPGDP_Value,ODA/KWT_BCA_NGDPD_Value,ODA/KWT_TX_RPCH_Value,ODA/KWT_TXG_RPCH_Value,ODA/KWT_TM_RPCH_Value,ODA/KWT_TMG_RPCH_Value,ODA/KWT_GGXWDG_NGDP_Value,ODA/KWT_GGXCNL_NGDP_Value,ODA/KWT_GGXONLB_NGDP_Value,ODA/KWT_GGR_NGDP_Value,ODA/KWT_GGX_NGDP_Value,ODA/KWT_NGSD_NGDP_Value,ODA/KWT_PPPEX_Value,ODA/KWT_PCPIPCH_Value,ODA/KWT_PCPIEPCH_Value,ODA/KWT_PCPI_Value,ODA/KWT_PCPIE_Value,ODA/KWT_PPPSH_Value,ODA/KWT_NID_NGDP_Value,ODA/KWT_LUR_Value
1991-12-31,,-0.36150234741784004,-0.39045201191111994,-12.909323367427001,0.84070484581498,1.1156473214286,17.953787878788,17.953787878788,185.06038426349,3.7309195510114996,2.2205862068966002,-0.1237733722318,1.2117624118469,-85.771602724991,-0.039215686274510005,-0.48525129763261,2.4516129032258,0.081322504090447,0.08131482876513901,-0.42131979695431,1.4756174395161,0.0
1992-12-31,,0.044117647058823,0.86978987254564,-0.99062711612466,-6.5874258089221005,-18.775587934291,-1.1506854790359,-1.1506854790359,-0.40083790641411,-0.6723393849671899,-0.67687934301958,-0.21980287924935002,-0.55516971151491,-0.9852386350178499,0.0,-1.0397196261682,-1.0397196261682,-0.0032307314812292,-0.0032287884674643,0.64035087719298,-0.49438831344004996,0.0
1993-12-31,,0.028169014084507005,0.38346620218396,-5.5929515418502,-0.7939926755616501,-0.9429061697970301,-0.92328912466843,-0.92328912466843,-0.07259864749524,-0.68237928113276,-0.66718027734977,0.10646913340769,-0.3241651159974,-9.9389684813754,-0.10204081632653,-2.8668730650155,-2.8668730650155,0.0060310991370468,0.0060349462365591,0.32620320855615004,-0.13489706548548,6.684
1994-12-31,,0.027397260273973,0.10926831630429999,0.24496451179743,-0.997338628354,-0.997338628354,1.0449515905947,1.0449515905947,0.011787401992885,-0.41969899028386,-0.32417363600159005,0.082374597330879,-0.046432062561095,0.13725678751162,-0.07954545454545402,2.9369817578773,2.9369817578773,0.023748674587422997,0.023741132146054,0.05241935483871,0.15604817594694,0.8695991671004699
1995-12-31,,0.050666666666667,0.037891520244462004,0.42126348228043,-5.4296875,-5.4296875,-2.2952316537031,-2.2952316537031,-0.20165480084664003,-0.7967826657911999,-0.30671773718326,0.067662779397473,-0.06731590637280001,0.06316412525719399,0.04938271604938299,0.06697556866048901,0.06697556866048901,0.025335617256902,0.025330827656409,-0.019157088122605,-0.25718455886054004,-0.79117360434359
1996-12-31,,0.07868020304568499,0.024342285125444,0.22327623590632997,-0.56437389770723,-1.358024691358,-0.32976501305483,-0.32976501305483,-0.35243979929446007,-7.2504038772212995,-1.0331491712707,0.064265938483711,-0.18452097453746,0.05837751855779401,0.14117647058823998,0.19936833793920003,0.19936833793920003,0.030381910719142,0.030381712423791,-0.03125,0.023511077986313,0.2
1997-12-31,,0.29941176470588,0.042477185706807,0.1495546594585,-1.8137651821862,-1.2807881773399,-1.049084534476,-1.049084534476,0.0015226365297422,0.47893512535539,4.7564102564103,0.084118810469861,-0.018846732708853002,0.06750663794399099,-0.061855670103092994,-0.73370638578012,-0.73370638578012,0.0080942146475119,0.0080910146502952,-0.016129032258065,-0.09724612736660901,-0.61166666666667
1998-12-31,,0.028066998641919,0.047786913495150005,-0.6709582915735101,5.4477611940299,-5.6929824561404,-107.69047619048,-107.69047619048,0.0050677387749586,-0.5992659909122701,-6.793986636971001,-0.032098481362172,0.19080543980951997,-0.36675505080132,-0.18681318681319,-0.25834363411619,-0.25834363411619,0.005996982806987,0.0060042397284614,0.012295081967213,0.35279020312385,0.017167381974248996
1999-12-31,,-0.0070453544693967,-0.0028475302608826,0.96942361761949,-6.523148148148099,-20.102803738318,-1.6747005876663998,-1.6747005876663998,-0.14580322027630999,1.2029364733246002,-0.9546415529502199,0.0200879591109,-0.13635314927324002,0.16211509245192002,0.16216216216216,4.1383333333333,4.1383333333333,0.030834820543327007,0.030828633722700997,-0.052631578947367995,-0.21102558542931,0.11251758087201
2000-12-31,,-0.016851441241684997,0.07072239762499401,1.313485218012,1.0093601564683001,-1.6093933463796002,0.37331863285557004,0.37331863285557004,-0.30289435885328003,1.0901412168403999,-34.432203389831,0.13473382827846,-0.18757791629564002,0.58057521841719,0.18604651162791,-0.49108011676937996,-0.49108011676937996,0.015677599307493,0.015691835046674,0.0,-0.2669185846788,-0.017699115044248002
2001-12-31,,0.04149751917005,0.024927602566697998,-0.38630052452947,-0.97681290412292,-1.1435452793834,-1.5604527938343,-1.5604527938343,0.028253690479551005,-0.09275746669192401,-0.09651457541191401,0.050683605210656,0.17517948155861,-0.23040145249143001,-0.09803921568627401,-0.077119184193754,-0.077119184193754,0.014488636363636,0.014472184089904,-0.021367521367521004,0.34114339268978,0.41184041184041004
2002-12-31,,0.04807275877003,0.045963191659295,-0.53146472264119,16.923538230885,14.002237136465,-0.00042973785990547004,-0.00042973785990547004,-0.1124622563821,-0.32715061247216,-0.28898085151153996,-0.14551191656312,-0.023806747965584,-0.25866995203020005,0.032608695652174,-0.44958563535912,-0.44958563535912,0.0079576215812564,0.0079700006880577,0.0,0.19699510831586,0.18960802187785
2003-12-31,,0.052479338842974996,0.19676007652327998,0.7611553250469499,-3.6271852781263,-3.1790187891439996,0.8652909143020899,0.8652909143020899,-0.23870349178857997,-0.1048357900181,-0.004439183190293,-0.11197529452133,-0.11529642191755,0.28238039673279,0.031578947368421,0.23713927227102,0.23713927227102,0.0098627092352928,0.0098638178777432,0.12663755458515,-0.028314554264697003,-0.064367816091954
2004-12-31,,0.08127208480565401,0.13807913170551,0.33221629855293,-0.74118059093225,-0.7804619332763,0.15066072526122,0.15066072526122,-0.24371318301848002,0.28333718511671,0.36157352358304,0.038014278354309,-0.076594940468155,0.30421595389748,0.081632653061224,0.27484787018256,0.27484787018256,0.012574795387331,0.012572664593753998,0.05038759689922499,0.092645998558039,0.16298116298116
2005-12-31,,0.086056644880174,0.13617429151872,0.41821022943821995,0.080944765653832,1.6778366583541,-0.18368164518929,-0.18368164518929,-0.24059948431457,0.9495317846209301,0.80634597190889,0.26603325415677,-0.17785509619321,0.20073995771670003,0.17924528301887,2.2776451869531,2.2776451869531,0.041195449142469,0.041199376947041,0.05166051660516599,-0.09683272847245099,-0.05
2006-12-31,,0.0641925777332,0.10824419542425,0.19900029561151,-0.11847046773643,-1.2682614516035,-0.61459185342712,-0.61459185342712,-0.25231661597227,-0.18252776943861002,-0.22718665646026,-0.057531292878945005,0.13496212525339,0.13948410951668,0.128,-0.24951456310679998,-0.24951456310679998,0.030932654880727002,0.030924420033552995,0.021052631578946997,-0.016255707762556998,0.015567086730912
2007-12-31,,0.068174677976752,0.088120532572424,-0.17543033889187998,-1.0327911179964,-0.9312215231069599,4.251273344652,4.251273344652,0.119394512772,0.10381649199130001,0.33083098738401,0.027765810467517003,-0.056589584508366,-0.11542562232489,0.014184397163120999,0.76746442432083,0.76746442432083,0.054640947489427,0.054645148584636996,0.0034364261168385,0.26599826711227,0.24160583941606
2008-12-31,,0.012352941176471,0.04490076073900401,0.11103862567614999,-9.700787401574802,-14.220820189274,-0.84671031361138,-0.84671031361138,-0.19117647058824,-0.49367866100220004,-0.56541836414917,-0.12994709606545,0.34206855320845,0.021905077995353,0.16783216783217,0.15279048490393,0.15279048490393,0.063,0.06299816214409999,-0.0034246575342466,-0.13815017598749,-0.017636684303351004
