Date,ODA/HKG_LE_Value,ODA/HKG_LP_Value,ODA/HKG_PPPGDP_Value,ODA/HKG_BCA_NGDPD_Value,ODA/HKG_TX_RPCH_Value,ODA/HKG_TXG_RPCH_Value,ODA/HKG_TM_RPCH_Value,ODA/HKG_TMG_RPCH_Value,ODA/HKG_GGXWDG_NGDP_Value,ODA/HKG_GGXCNL_NGDP_Value,ODA/HKG_GGXONLB_NGDP_Value,ODA/HKG_GGR_NGDP_Value,ODA/HKG_GGSB_NPGDP_Value,ODA/HKG_GGX_NGDP_Value,ODA/HKG_NGSD_NGDP_Value,ODA/HKG_PPPEX_Value,ODA/HKG_PCPIPCH_Value,ODA/HKG_PCPIEPCH_Value,ODA/HKG_PCPI_Value,ODA/HKG_PCPIE_Value,ODA/HKG_PPPSH_Value,ODA/HKG_NID_NGDP_Value,ODA/HKG_LUR_Value
1991-12-31,0.02037845705968,0.010952712100139,0.092133210435619,-0.30291612057667,0.76255651961383,0.82005465629598,0.54949194113525,0.65854715672677,,,,,,,-0.05519027694759901,0.05532753242488901,0.098117624110017,-0.14217391304348,0.11259768350544,0.09865620010644,0.034574468085106,-0.0087276744614252,0.34909909909910003
1992-12-31,-0.0042796005706134,0.012553740326741,0.08511301922794702,-0.30199764982374,0.21625182000971,0.14460614460614002,0.15535078297247001,0.16583912611718,,-0.16022425494245998,,0.015172573546443998,,0.057929245622884006,-0.010182563113816,0.07482887367766,-0.15232258637534,-0.020780537252913997,0.09544863051283199,0.096609143203149,-0.046272493573265,0.046920276394977,0.09015025041736201
1993-12-31,0.022922636103152,0.018682065217391002,0.08565679793044001,0.5791245791245799,-0.29437920419564,-0.31311806256307,-0.41835885893233,-0.41580740607908,,-0.24736472241743,,0.06012549914432401,,0.11979840632022999,0.059380326272217995,0.061658706035606,-0.075859178541492,-0.075258799171843,0.088205407107384,0.08932663372077002,0.040431266846361,-0.03236222987119,0.0061255742725881
1994-12-31,0.025560224089636003,0.020173391130377,0.08269868709993901,-1.1735607675906001,-0.23776054289869,-0.26656383135008,0.08934129721544501,0.04911365206047099,,-0.5112044817927199,,-0.08727938011192402,,-0.03199124194137,-0.04898439968971799,0.042535787321062994,-0.0028344671201814,0.070972797492444,0.087934345161375,0.095674983842966,0.025906735751294995,0.14958377644945,-0.026382546930492
1995-12-31,0.024581768521679998,0.024677234842293998,0.044268473366992994,6.605651105651099,0.050662427133015005,0.14241362043064998,-0.060236311684300006,0.0095091800160925,,-1.2769818529131,,-0.07339936328263201,,0.0057175169640614,-0.06395383964715098,0.020007846214202,0.028197839681637003,-0.27197658618167003,0.090437620889748,0.06964828886344501,-0.012626262626263,0.08973459231848899,0.6602397081813399
1996-12-31,0.05331556147950701,0.031419457735247,0.060939576976851,-0.59958003553545,-0.43024311510137997,-0.5994564740948499,-0.63932944366834,-0.68748641402797,,-8.3275862068966,,0.08869377107590501,,-0.06378459424001999,0.0065838308859126,0.038717948717949,-0.2995687271923,-0.037185929648240995,0.063336326648263,0.067048710601719,0.0025575447570333,-0.071075202716548,-0.13214061519146
1997-12-31,0.023410313192028,0.0077315602288543,0.068553177400822,0.74223477208552,-0.14801699716714004,0.31823156051652,0.5773524720893101,0.68374681196383,,2.0127058823529,,0.21120916369587,,-0.044174562925397,-0.06428548526724201,0.039002715378918994,-0.08414903694348,-0.22591708917387002,0.058010300894551,0.051912125326794005,0.010204081632653,0.07689156398701699,-0.20397830018083
1998-12-31,0.012673879443586,0.010127359214362,-0.050066524504710996,-1.3426719147951,-1.926433915212,-1.7584260335381001,-1.8272425249168998,-1.9559350041311,,-1.2480474851608998,,-0.28752714113390004,,0.14172018989109,0.024910910087718997,-0.0030886196246139,-0.51146354076883,-1.3168946253129998,0.028331263919273,-0.016443660954252,-0.083333333333333,-0.15020630322184,1.1372103589278
1999-12-31,0.013431013431013,0.0083548534102992,0.041250959324635,3.1797297297297002,-2.0136832660386004,-1.7950963222417,-0.9107735288982,-0.9920772111783299,,-1.4584382871537,,0.15495056210213,,-0.0017732664791488,0.025141252382067,-0.058984747378456,-2.3927311220889,1.4613981762918002,-0.039462209998753994,-0.040498716969305,-0.011019283746556002,-0.1392217630854,0.32886904761905
2000-12-31,0.016265060240963997,0.011147936125339,0.10407837356427999,-0.28936307791788,2.5996901969462,3.647577092511,-32.796477495108,-335.05454545455,,-1.7802197802198,,-0.043626128767445004,,0.033813169984686,0.032938720934025,-0.057743446878562005,-0.051684823916899006,-0.47888367498148,-0.037432034718412,-0.021098941480294002,0.030640668523677,0.10341240948914,-0.20876659734442002
