Date,ODA/GNQ_LE_Value,ODA/GNQ_LP_Value,ODA/GNQ_PPPGDP_Value,ODA/GNQ_BCA_NGDPD_Value,ODA/GNQ_TX_RPCH_Value,ODA/GNQ_TXG_RPCH_Value,ODA/GNQ_TM_RPCH_Value,ODA/GNQ_TMG_RPCH_Value,ODA/GNQ_GGXWDG_NGDP_Value,ODA/GNQ_GGXWDN_NGDP_Value,ODA/GNQ_GGXCNL_NGDP_Value,ODA/GNQ_GGXONLB_NGDP_Value,ODA/GNQ_GGR_NGDP_Value,ODA/GNQ_GGX_NGDP_Value,ODA/GNQ_NGSD_NGDP_Value,ODA/GNQ_PPPEX_Value,ODA/GNQ_PCPIPCH_Value,ODA/GNQ_PCPIEPCH_Value,ODA/GNQ_PCPI_Value,ODA/GNQ_PCPIE_Value,ODA/GNQ_PPPSH_Value,ODA/GNQ_NID_NGDP_Value
1991-12-31,,0.032258064516129,0.023622047244095,1.1673553719008,-1.3420294494238,-1.3420294494238,3.9467711986796004,3.9467711986796004,0.079365910832029,0.079365910832029,0.11057460164171999,-0.1606080634501,-0.056201997560734004,-0.04072540254459,-0.61862983796491,0.0021704240226855,-4.7147505422993,-1.0098783106656999,-0.03424037990427,-0.00069526655016252,0.0,-0.15427422413109
1992-12-31,,0.033854166666667004,0.37692307692308,-0.78619093013755,-10.250662923101,-10.250662923101,-1.7898680680096,-1.7898680680096,-0.19233942394021,-0.19233942394021,0.47536231884058,-1.8496062992126,-0.22665199776474,-0.15114629926905,0.86686846450193,-0.17309192293012002,0.24934306569343,-41.869565217391,-0.042791078850319006,0.028206092515982998,0.0,-0.23615166430298998
1993-12-31,,0.035264483627204,0.13687150837989,-1.2662420382166002,-0.9841162782855,-0.9841162782855,-1.4119086172908997,-1.4119086172908997,0.11474560230738001,0.11474560230738001,-0.09911591355599199,-0.42817423540315,0.029535960257424,0.0054897640686679,0.45060581940391,-0.049541413289983,-2.2741294695022,-1.9723404255319,0.054529517286367006,-0.027432333577176,0.0,0.08453242320819099
1994-12-31,,0.034063260340633,0.19164619164618998,-1.1813397129187,23.884288747346,23.884288747346,0.94928000683673,0.94928000683673,0.4155172994643401,0.4155172994643401,-0.23040017446298,-3.8379254457050003,-0.41280459719694,-0.38225841793878995,0.28518879811405,0.21930593240918,4.8402421129860995,-16.954048140044,0.31839709265237,0.43745769086123,0.0,0.36711059640996
1995-12-31,,0.035294117647058997,0.1979381443299,228.53562005277,0.0070389488503051,0.0070389488503051,-0.6817992503123701,-0.6817992503123701,-0.36624397859904,-0.36624397859904,-0.50340039671295,0.8909194745859499,-0.1800761990139,-0.24753177652971,-0.9072882240389599,0.054810414844704,-0.37589899814704003,-0.7325926941891799,0.19873317498020998,0.11698759876511,1.0,0.45934847061857
1996-12-31,,0.031818181818182,0.69707401032702,0.70123226889211,1.6533084808947,1.6533084808947,3.1419812620557006,3.1419812620557006,-0.33380150515990004,-0.33380150515990004,-0.23480741797432,-0.50830564784053,-0.056216117716733,-0.08080609679446901,-2.9160839160839,-0.009858889007462,-0.7714875201288199,-1.0002564540946999,0.045403395469445995,-2.3422769273957002e-05,0.5,0.43525306951683
1997-12-31,,0.035242290748899,1.5425963488844,-0.7807928539092,7.9547370437781,7.9547370437781,-0.49125987525987996,-0.49125987525987996,-0.49266620818724,-0.49266620818724,-2.4567486950037,2.3955773955774,0.030409808369938,-0.25462626607975,-5.8460032045576,-0.14608930673697001,-0.33560889671878,-1243.3333333333,0.030163335985398,0.037266498799555,1.0,-0.34811565023585
1998-12-31,,0.031914893617020997,0.2508974870363,2.3080882806239,-0.92569770945547,-0.92569770945547,-0.11537204132339,-0.11537204132339,0.2804,0.2804,-1.6905554133606002,-1.1192112879884,0.5270998266735399,1.0237945071957,-0.6146032329169699,-0.32300940804101,1.6304275770633,0.76737322243091,0.079356245598891,0.065859744600133,0.16666666666667002,0.47674151999460995
1999-12-31,,0.032989690721650006,0.27582908163265,-0.67340035966866,-0.40766425109181004,-0.40766425109181004,-0.8492553309434899,-0.8492553309434899,0.021017737512583002,0.021017737512583002,-0.91586360266864,-2.6206373292868,-0.32589956747139004,-0.3709663710797,1.6321910299795,0.37061151904543,-0.953125,-0.82936086230454,0.0037250218345206,0.011239406779661001,0.28571428571429,-0.29462157398190003
2000-12-31,,0.031936127744511,0.20919770057485998,-0.46429488459672996,-1.9381810816285,-1.9381810816285,-3.3598921304241003,-3.3598921304241003,-0.43682537524009996,-0.43682537524009996,11.982378854625999,-3.2958801498127,0.0045051194539249,0.12691978561456,0.21602143917720001,0.61070419587737,12.0,4.8843416370107,0.048360887752,0.066142194194488,0.11111111111111001,-0.1516042157599
2001-12-31,,0.032882011605416,0.6709384042993,1.6051019864728,-3.8032730256055998,-3.8189472775163003,-7.2391439850405,-8.4891959276958,-0.2973348223718,-0.2973348223718,-6.790634543603701,-8.229200652528501,0.47191265742502003,-0.38347787858199,-0.30656977783072,-0.13933153603794002,0.8070719602977701,0.84169942546114,0.08739,0.12179808400883999,0.6,0.12841663487219
2002-12-31,,0.031835205992509004,0.21301335972291,-1.0208725161501,-0.71406786710001,-0.7153054347160099,-1.4805854340803999,-1.5063045317723,-0.13917525773196,-0.13917525773196,0.17632581306768,0.15000564143067,0.013018989874119,-0.16757422533385002,-0.21536248067342,-0.030712447258976,-0.13239501087081001,-0.49101059026353,0.07582376148392,0.062003485999071996,0.125,-0.62343537621975
2003-12-31,,0.030852994555354,0.16224760350806,-39.777668952008,-0.16204277325863,-0.16356397288281,-4.0971485985518,-4.5613698630137005,-0.49925149700599,-0.49925149700599,-0.25366145262529,-0.26333088054942,-0.0087500759555206,0.37403629000857,-0.032020580749336,-0.013315890295752999,-0.034027960960168996,-0.054354838709677,0.073240785064624,0.058630927835052006,0.11111111111111001,1.0867722587365
2004-12-31,,0.03169014084507,0.41800473808897,-0.35090422307536995,0.71648987463838,0.7273253570050201,-0.9147472397167601,-0.94150319255327,-0.40807174887892,-0.40807174887892,-0.17327459618209,-0.16794299793567002,0.017501379268069,0.17949444570392,-0.32240097260313,0.13793919878776,-0.42149098853086003,-0.13099096025925,0.042372881355932,0.050943058141618,0.3,-0.33738081305290996
2005-12-31,,0.030716723549488,0.13278881257348,-0.71251799680921,-0.70097378277154,-0.69865564368972,0.32581026112059003,1.4836927932667,-0.51548821548822,-0.51548821548822,0.77191990957533,0.76126450580232,0.16450281651956,-0.19701119600210998,0.66844696653593,0.38199270386860995,0.33042246872787,-0.37919528949951,0.056368054282046,0.031631306616851006,0.076923076923077,-0.045234353692905
2006-12-31,,0.029801324503311,0.043699131479762,-3.2937195452084,-1.4443887775551,-1.3800049431537,-4.3453087885986,-2.5316636662078,-0.45482974287699995,-0.45482974287699995,0.23934934159566001,0.23719725541873002,0.28772828392571004,0.35120579259171003,0.9085679987995798,0.10995965151758,-0.20791200993436,0.20360417325323998,0.04465131755021701,0.038077102719793,-0.035714285714286004,-0.19243430001632
2007-12-31,,0.028938906752412,0.16145915109646,-0.057417679688422006,-4.0250845546787,-4.5008130081301,-1.041862666785,-0.78666989317938,-0.35436583811345,-0.35436583811345,-0.19158088235294,-0.19175818121717003,-0.051485506518551,0.11731620903454,-0.11344934220871002,-0.0039154515655025,-0.37334826427772,-0.018387181507749,0.027980501585631003,0.037372632628197996,0.074074074074074,-0.1294278158635
