Date,ODA/JPN_LE_Value,ODA/JPN_LP_Value,ODA/JPN_PPPGDP_Value,ODA/JPN_BCA_NGDPD_Value,ODA/JPN_TX_RPCH_Value,ODA/JPN_TXG_RPCH_Value,ODA/JPN_TM_RPCH_Value,ODA/JPN_TMG_RPCH_Value,ODA/JPN_GGXWDG_NGDP_Value,ODA/JPN_GGXWDN_NGDP_Value,ODA/JPN_GGXCNL_NGDP_Value,ODA/JPN_GGXONLB_NGDP_Value,ODA/JPN_GGR_NGDP_Value,ODA/JPN_GGSB_NPGDP_Value,ODA/JPN_GGX_NGDP_Value,ODA/JPN_NGSD_NGDP_Value,ODA/JPN_PPPEX_Value,ODA/JPN_PCPIPCH_Value,ODA/JPN_PCPIEPCH_Value,ODA/JPN_PCPI_Value,ODA/JPN_PCPIE_Value,ODA/JPN_NGAP_NPGDP_Value,ODA/JPN_PPPSH_Value,ODA/JPN_NID_NGDP_Value,ODA/JPN_LUR_Value
1991-12-31,0.01910644562504,0.0037097335957686,0.06763464795466,0.33657182512144,-0.27091744396492,-0.58773152758415,-1.1371823340735001,-0.5639909125331299,-0.0082476605193717,-0.13145248798636,-0.025272831705916002,-0.07441207441207401,-0.0076937630068739,,-0.006672672071531001,0.0062459104157992,-0.0069933007119306,0.084868421052632,-0.19215575620767,0.032982730889698,0.028635463358699,-0.081200353045013,0.010793793568698,-0.0084542547958681,-0.0038095238095238
1992-12-31,0.010630279810319,0.0038332109395805,0.031174399263197,0.5145379023883699,-0.16364330723697,5.1565217391304,-0.022482014388488996,6.2718193660443,0.071153370843692,0.18507942173835001,-0.6552740129640501,-0.40197193780812,-0.0068954559898315,,0.030060793336243997,-0.018828328209979,-0.006762329752135999,-0.48271679805942996,-0.67516590988474,0.017055756445847,0.0093030797450266,-0.60774895933397,-0.093437152391546,-0.05196415837286401,0.027724665391968998
1993-12-31,0.0021285521184532,0.0032719145925784,0.025540920216915,0.024340075419952003,-0.91712328767123,-1.1809478970496001,0.18215271389144,-0.82982026631636,0.08488632507634901,0.23802710843373,-5.3094017094017,-1.9384908053266001,-0.043099862413208,,0.057356201904265,-0.039072149420092996,-0.01896655434719,-0.25908558030481,0.22795698924731,0.01264025139496,0.011416235754807,-1.5395918367347,-0.018773006134969,-0.043136998397488,0.16651162790698001
1994-12-31,0.00057364341085281,0.0027484194584892,0.030103672826773,-0.09939759036144599,4.969696969697,-1.6799653078924999,-19.398443579767,3.5477192982456,0.07868233056837899,0.14506416884617998,0.53629512098374,0.90405405405405,-0.025145455761386003,,0.018503099269128003,-0.036334566430497005,-0.019713067164422,-0.45648734177215,-0.30122591943958005,0.0068728180543261,0.0079815748719374,0.75037821482602,-0.021633112417156004,-0.041356210267277004,0.15311004784689003
1995-12-31,0.0005578195453768701,0.0025091496060476,0.040683616533646,-0.23076923076923,0.93170281495155,1.1116071428571002,-0.51696133998816,0.094051384924003,0.10266997610708001,0.21486242430681002,0.22489026594370998,0.29559971611071995,0.0045276805927146,0.2823431426985,0.030369091955067002,-0.017957643384624997,-0.027532228870647005,-1.1819505094614,-1.7669172932331,-0.0012545440177019,-0.0061259060825717,-0.54796888504754,-0.016998977505112,0.0017826583000571,0.08644536652835401
1996-12-31,0.0044910411472288,0.0023514220124984,0.044828029363121,-0.29227053140097,0.40444338270425,-1.0800362428269001,0.25306479859895004,-0.57242595204513,0.075986115493847,0.23068514712955,0.03393760539629,0.046014790468365,0.013146213207676002,0.1130114743451,0.016015280634734,-0.0035776990095074,-0.023393876610108,-2.048,-1.8169934640523002,0.0013055734137777,0.0049943516261372,-2.8661567877629,-0.011701989338187,0.018399886112891003,0.068746021642266
1997-12-31,0.010884479595454999,0.0023379535749218,0.033351141164713,0.50170648464164,0.8848443612859301,-44.652830188679,-0.91355695317959,-0.76777173016658,0.066572819520206,0.21018225743418,-0.22813455657492002,-0.2943178842629,0.0037410265916215,-0.21416066913052,-0.029125090383225,0.0069151235080953,-0.010986321010392,12.435114503817001,3.3360000000000003,0.017602260043265,0.021682541560669996,0.13627049180328,-0.025128272595711,-0.018486807618382,0.0074449076831447
1998-12-31,-0.0065427259833153,0.0024515054147328,-0.0093979792528321,0.33636363636364,-1.2456456998466001,-1.1415975103734,-6.4009700889248,-5.6278409090909,0.1148262208535,0.31259724627895,0.27654516640254,0.33283858998145005,-0.013162312806392998,0.1009900990099,0.019512631077216,-0.041172780400832,-0.011273365862857002,-0.62102272727273,-0.7666051660516601,0.0066783797163629,0.0050570852273276,-2.4797114517582997,-0.043454790823212006,-0.070711386455885,0.21430682825894
1999-12-31,-0.0080135093644459,0.0018994254238093,0.013280226832206999,-0.1234693877551,-1.6616458486407,-2.2448107448107,-1.4949857805718,-2.5744321669736,0.11491219415942999,0.17107646887789998,0.47817090833851,0.63084632516704,-0.0030962912555291,0.47819244604317,0.064839435467376,-0.059607438016529006,-0.02761370612532,-1.4917541229385,-2.903162055336,-0.0032881097707965,-0.009631173121057,0.34795856185253,-0.036117381489842004,-0.052452107279693,0.13607594936709
2000-12-31,-0.0024760902534897,0.0018563281040176,0.045841396587373,0.07140085370586001,5.969461410327599,3.321235899951,2.2249773208346,0.093381421191149,0.06023936464393901,0.12387318563789,0.09378499440089601,0.12342096278593,-0.0021161131779242,0.11148288973384,0.016711486746062,0.020396206378849,-0.034447672636778996,0.98475609756098,-0.24299065420560997,-0.0065108449586905,-0.0072815063313231,-0.6564195298372499,-0.024590163934426,0.015122720472282,0.014141847010928
2001-12-31,-0.0052126966396723,0.0026886595337029,0.026425917246455002,-0.24954726548352,-1.5538559592096999,-2.1634320735444,-0.91720581340835,-1.2678969421414,0.068557081055516,0.11324474050913,-0.22715638597389,-0.21273362710834,0.037281526832437996,-0.21633825944171,-0.018461040187848998,-0.05347017871240901,-0.033994388227975,0.23502304147464997,0.45267489711934,-0.0080336537057054,-0.010587281588482999,0.6092105263157901,-0.019807923169268,-0.031905994821749,0.065286287766744
2002-12-31,-0.012663360469106,0.0019815994338287,0.018291477071088,0.32287644787645003,-2.1356444188723,-1.7731928592332,-0.6081540203850501,-1.4768718801997,0.06741302437595599,0.1371851625706,0.27603907931777,0.35186257479251,-0.046526197777557995,0.25598044351318,0.0070118514037452,-0.044548074006672995,-0.030386867405747003,0.11940298507463001,-0.52030217186025,-0.0090018455255821,-0.0050837586251148,0.6377759607522501,-0.025719534598898,-0.075913429888084,0.062673542245141
2003-12-31,-0.0022587268993839995,0.0015225000392397,0.037127128787093,0.18205034658884,0.20075997466751003,-0.17474135755741,10.416184971098,8.9665038381019,0.034026050051222,0.041102326268172,0.010511289903971,0.026556253569389,-0.017014801493983,0.027804810232169994,-0.011222762274043,0.017380262687989,-0.036361295044969,-0.72222222222222,-0.4251968503937,-0.0024962605620548,-0.0029170139302298,-0.21517723414877998,-0.024041483343809,-0.0026715347967407,-0.021649869354237003
2004-12-31,0.0019788813779347,0.0010656970912738,0.051755828797536,0.20679012345679,0.47352320675105,0.6447026448555301,1.0116455696203002,-0.47927461139896005,0.06537046210459299,0.062494359133047,-0.23629125465519,-0.23407510431154002,-0.018259217562623,-0.21642093872582,-0.065173566043467,0.030227387963649,-0.039927698302176004,-0.96,-2.7089041095889996,-9.9305852093915e-05,0.0049953231038669,-0.57760814249364,-0.027692803091290002,0.0046877092727354,-0.1001526135063
2005-12-31,0.0043291411236807,0.0001800363203708,0.045619160144818,-0.048337595907928,-0.55358293363877,-0.7784904257296898,-0.46954442486786,-0.30697862041146,0.031988796448517993,-0.003058029755115,-0.19051622666891002,-0.14127474123842002,0.049919369288658,-0.20058691524253,0.0077102596673659,-0.0085560687514198,-0.043287791655983,26.4,-2.4488977955912,-0.0027311821549523,-0.0072379104122935,0.18825301204819,-0.033118065904951005,-0.0016885886953431,-0.06190375238499
2006-12-31,0.0051757228707171,0.00059479553903341,0.048176727652338,0.07659231389411501,0.59300833867864,2.2043642467478,0.07497034400949,-0.12902599922389998,-0.0023546954450857,-0.013705966842758998,-0.24179476526797,-0.2070205117361,0.052563314902041,-0.23429064996760998,0.011051829268293002,0.019054528791813,-0.040698030567552,-1.8868613138686001,-1.4785615491010002,0.0024199812775111,0.0034608288036702,-0.42712294043092996,-0.03562253810584,0.0095700169144485,-0.067796610169491
