Date,ODA/LAO_LE_Value,ODA/LAO_LP_Value,ODA/LAO_PPPGDP_Value,ODA/LAO_BCA_NGDPD_Value,ODA/LAO_TX_RPCH_Value,ODA/LAO_TXG_RPCH_Value,ODA/LAO_TM_RPCH_Value,ODA/LAO_TMG_RPCH_Value,ODA/LAO_GGXWDG_NGDP_Value,ODA/LAO_GGXCNL_NGDP_Value,ODA/LAO_GGXONLB_NGDP_Value,ODA/LAO_GGR_NGDP_Value,ODA/LAO_GGX_NGDP_Value,ODA/LAO_PPPEX_Value,ODA/LAO_PCPIPCH_Value,ODA/LAO_PCPIEPCH_Value,ODA/LAO_PCPI_Value,ODA/LAO_PCPIE_Value,ODA/LAO_PPPSH_Value
1991-12-31,,0.029446407538279998,0.07454836496684199,-0.72730479774224,-0.16569141907962,-0.49703971949187004,-2.7193492924216,-1.5528455284553,,,,,,0.096585345953002,-1.5106585097086,-0.64505961353981,0.13426769446391,0.10360021493821,0.0625
1992-12-31,,0.02929061784897,0.09448818897637801,0.43380767572228995,0.7285067873303199,1.1314285714286,0.36923076923077003,5.9117647058824,,,,,,0.068534260929953,-0.26728179179998995,-0.42055984555985,0.09848016804646001,0.059986366734833,-0.058823529411765
1993-12-31,,0.028457092040907,0.08380322768812,-0.07969924812030099,0.69109947643979,1.1823056300268,2.3595505617978,1.668085106383,,,,,,0.039232867173446,-0.42622118411698995,0.7183075129102099,0.056580427446569,0.10316949931097999,0.0625
1994-12-31,,0.027021184608732998,0.10459275206315,1.1477124183007,-0.80340557275542,-0.69410319410319,-0.62709030100334,-0.51196172248804,,,,,,0.054737535666226,0.35752212389381,-0.4482792050412,0.07665282657297999,0.056962025316456,0.058823529411765
1995-12-31,,0.025257840454641002,0.09290238752639302,0.0038040170419964,-0.70866141732283,-0.8273092369477901,-1.067264573991,-0.8562091503268,,,,,,0.17195887640687,1.486962190352,4.051836232648,0.19074458617621,0.28742514970059996,0.0
1996-12-31,,0.023814411825087,0.088423242680933,0.8253751705320601,-0.9024324324324301,-0.39511627906977004,-11.133333333333,2.8895454545455004,,,,,,0.117524031512,0.0037745740498034,-0.55617391304348,0.19149642916458998,0.12760097919217,0.055555555555556
1997-12-31,,0.02205734910768,0.08738394320043699,-0.16949011792060997,-11.470914127423999,-1.5444059976931999,-1.4565131578947,-1.3531027229169,,,,,,0.17258370285335,0.020734318692223,-0.31614420062696,0.19542793420686,0.087272727272727,0.0
1998-12-31,,0.020404159309398,0.055123053741838,-0.54024597540246,-2.1042328042328,-5.5197740112994005,-0.41908055915838005,1.4325666059904,,,,,,0.75836036526721,3.6122083503889,15.259912903965,0.9014109141790999,1.4188588828433002,0.052631578947367995
1999-12-31,,0.018650259565468,0.05724146138283901,-0.09351892127011699,0.071394345951126,-0.765,-0.90052096254031,-1.018231292517,,,,,,1.2005524612758,0.4245348953306501,-0.38924755434016994,1.2841198295158,0.86658274346328,0.0
2000-12-31,,0.016987542468856,0.08746060333183199,1.7977447216891,1.8255813953488,3.782579787234,-52.341645885287,85.567164179104,,,,,,0.19123086791511,-0.81895350014407,-0.8781388478582,0.23248134027814998,0.10559541841258999,0.0
