Date,ODA/QAT_LE_Value,ODA/QAT_LP_Value,ODA/QAT_PPPGDP_Value,ODA/QAT_BCA_NGDPD_Value,ODA/QAT_TX_RPCH_Value,ODA/QAT_TXG_RPCH_Value,ODA/QAT_TM_RPCH_Value,ODA/QAT_TMG_RPCH_Value,ODA/QAT_GGXWDG_NGDP_Value,ODA/QAT_GGXWDN_NGDP_Value,ODA/QAT_GGXCNL_NGDP_Value,ODA/QAT_GGXONLB_NGDP_Value,ODA/QAT_GGR_NGDP_Value,ODA/QAT_GGX_NGDP_Value,ODA/QAT_NGSD_NGDP_Value,ODA/QAT_PPPEX_Value,ODA/QAT_PCPIPCH_Value,ODA/QAT_PCPIEPCH_Value,ODA/QAT_PCPI_Value,ODA/QAT_PCPIE_Value,ODA/QAT_PPPSH_Value,ODA/QAT_NID_NGDP_Value
1991-12-31,,0.016771488469602,0.01614258546725,0.45449822495454,-1.4668306683067,-1.4668306683067,-1.5053543307086998,-1.5053543307086998,0.57595227168426,0.64948960767433,-2.3087392550142996,-0.93077623722295,-0.085948869436782,0.057553125072259,-0.17459709997023,-0.079324894514768,0.46082337317397,,0.043998797128142995,0.038019607843137,-0.035294117647058997,0.061720837043632994
1992-12-31,,0.010309278350514999,0.13866643454039002,0.26521014406477,-3.4654839276304,-3.4654839276304,1.9629167965098,1.9629167965098,-0.016132789749563,-0.3725767968983,-0.46633825944171003,-0.70760233918129,0.070006178413573,0.027155850970789,-0.071763433104941,-0.024747937671861002,-0.29545454545454997,-0.676223040505,0.031000774119214,0.012306617049811999,0.0,0.081459348954238
1993-12-31,,0.0040816326530612,0.010243865147923999,0.1455794476074,-1.2921772584782,-1.2921772584782,-0.9671855279764399,-0.9671855279764399,1.2050553483691,2.822816399287,3.8958974358973997,13.883333333333,-0.07808474726836599,0.086870449997871,-0.42390942390942,-0.073308270676692,-1.258064516129,-0.87002437043054,-0.0080060765859366,0.0015954320261987,-0.036585365853659,-0.041927196936649
1994-12-31,,0.0060975609756098,0.03575482406356399,-0.071795293054586,-0.9882955376737399,-0.9882955376737399,-12.689102564103,-12.689102564103,0.15575838926174,0.21194317510646998,-0.02241541845606,-0.036282194848824,-0.10676430911544,-0.09099277306645301,0.6899807321772601,-0.0050709939148073,-2.625,12.36875,0.012999357513136002,0.021387584767866,-0.012658227848101002,0.24071638166548998
1995-12-31,,0.012121212121212,0.045333333333333004,0.3736006017965399,-68.8125,-68.8125,-5.890320811626,-5.890320811626,-0.0439700826907,-0.060789493933876,-0.62445087324547,-1.0320706483848001,0.06841963322545801,-0.07092840368000299,0.31450233724775,0.055045871559632996,1.3076923076923002,1.2959326788218999,0.030000521294897,0.049111702903838,-0.012820512820513002,0.43023160985157
1996-12-31,,0.021956087824351,0.062797036622868,-0.077411249275176,2.2599078341013996,2.2599078341013996,-0.41575553686571004,-0.41575553686571004,0.13374960518963,0.16172815905181,1.3888730385163999,-17.032608695652,-0.029330842820000997,0.085990584633937,-0.036124723535279,0.047342995169082004,1.4333333333333,0.019751578090001998,0.073006554141256,0.050081281023705994,0.0,0.019672131147541003
1997-12-31,,0.033203125,0.32239502844178003,-0.11767170641433,1.6457449816228,1.6457449816228,2.8796545105566,2.8796545105566,0.053403051602949,-0.07903335762476801,0.063059835184522,0.10327683615819,-0.091925627356651,-0.064233701338914,0.51975164222082,-0.056273062730626995,-0.65753424657534,-0.44229233226837,0.024998820810339,0.027931850919747994,0.25974025974026,-0.0093107786942541
1998-12-31,,0.039697542533081,0.12424784922174001,-0.26063556135977,1.3253544204602,1.3253544204602,-0.9206698659278699,-0.9206698659278699,0.22524208641875,0.41200193991372,-0.51600943714189,-1.2879967226546,0.10406643757159001,-0.021907304716917,-0.21949197702647,-0.19257086999022,0.16,-0.11170784103115,0.028998512110196,0.024805102763997,0.082474226804124,-0.097651840144502
1999-12-31,,0.04,0.058807917726418,-1.6686292351335001,-0.6182868171931,-0.6182868171931,-4.2422825070159,-4.2422825070159,0.11461446503288,0.12572761126577,-0.1569173630455,-0.31436699857752004,-0.18371634590445002,-0.18098037843261,0.47416932180246,0.14043583535109,-0.20689655172414,-0.40104796453043,0.023001185090223,0.014868603042877,0.0095238095238095,-0.40942074315026
2000-12-31,,0.03846153846153799,0.10485858712453999,0.8709574127441599,-1.4383402223203001,-1.4383402223203001,0.82775533756492,0.82775533756492,-0.21486347589042,-0.24604563775633,-2.9917400881057,11.311203319502,0.23043436814845,-0.10297971741112,0.26772160041168,0.29723991507431,-0.26086956521739,0.14401076716016,0.016997806969611,0.016997057457023998,0.028301886792453,0.067206863679695
