Date,ODA/AUT_LE_Value,ODA/AUT_LP_Value,ODA/AUT_PPPGDP_Value,ODA/AUT_BCA_NGDPD_Value,ODA/AUT_TX_RPCH_Value,ODA/AUT_TXG_RPCH_Value,ODA/AUT_TM_RPCH_Value,ODA/AUT_TMG_RPCH_Value,ODA/AUT_GGXWDG_NGDP_Value,ODA/AUT_GGXWDN_NGDP_Value,ODA/AUT_GGXCNL_NGDP_Value,ODA/AUT_GGXONLB_NGDP_Value,ODA/AUT_GGR_NGDP_Value,ODA/AUT_GGSB_NPGDP_Value,ODA/AUT_GGX_NGDP_Value,ODA/AUT_NGSD_NGDP_Value,ODA/AUT_PPPEX_Value,ODA/AUT_PCPIPCH_Value,ODA/AUT_PCPIEPCH_Value,ODA/AUT_PCPI_Value,ODA/AUT_PCPIE_Value,ODA/AUT_NGAP_NPGDP_Value,ODA/AUT_PPPSH_Value,ODA/AUT_NID_NGDP_Value,ODA/AUT_LUR_Value
1991-12-31,0.023216114714919998,0.010028653295129,0.06884217550884199,-0.9504249291784699,-0.65737284181055,-0.6196616585827499,-0.35914786967419,-0.30493325594893,0.0036294411728077,-0.0036829900422861,0.16203895565686,0.62729658792651,0.014755011135857001,,0.021991895579221998,-0.018196506886204,0.0033039647577093,0.12807525325615,-0.12779552715655002,0.031180012606113,0.027299231380864,0.8201798201798199,0.012389380530973,0.0078298006959823,0.15717958134410998
1992-12-31,0.019686353019686003,0.011089619600258002,0.04421038172895599,-12.114285714286,-0.55090228123936,-0.18880248833593,-0.58623386781384,-0.7748830995324001,-0.0018967931786354,0.028231106243154003,-0.3095577746077,-1.4983870967742,0.04965706447187901,-0.33789260385005,0.029588156767419,-0.041025038203832,0.012074643249177,0.09846055163566399,0.37032967032967,0.034242834104979004,0.037409700722393996,-0.34851811196487004,-0.08216783216783201,-0.025857333437966,0.044112980006347
1993-12-31,-0.00032722513089002,0.0082897589593163,0.029184379988879,0.38046272493572997,-2.7990902198635,-2.3002300613497,-3.59404536862,-4.423590504451,0.082107843137255,0.12692072115257,1.3011363636364,-6.3171521035599,0.055510876995455996,0.39211935730681,0.10217904555482,-0.05364877012339599,0.0032537960954447,-0.054598540145985,-0.17241379310345,0.03237975479409,0.03096244715245,-1.7742207245156003,-0.015238095238095,-0.036492528295807,0.20303951367780998
1994-12-31,0.0052373158756138,0.0037945863900835,0.045814742517197,1.7597765363128,-3.3969658659924002,-3.4450014744913,-2.8823100746947996,-3.251570964247,0.051011866660101,0.055651393057164,0.11223344556677999,0.34144856968959003,-0.0093525590963637,0.25089310250069,0.00017558029286788998,-0.0031518500928285,0.0043243243243243,-0.16306361951822,-0.22868217054264,0.027101096224117,0.023881317090821,0.23612622415669002,-0.0077369439071567,0.033108983738138,-0.027286508337543997
1995-12-31,-0.00097688049495282,0.0015120967741936,0.04809625917984099,0.9817813765182201,0.26670182841069,0.45181522132433005,-0.42847464188928003,-0.46530651525357997,0.06502693839306599,0.083945200573066,0.23895055499495,0.18375680580762,0.013786340562990001,0.26955184534271,0.033371954216697995,-0.027156964656965002,-0.0032292787944026,-0.40922509225092,-0.54606365159129,0.016009487103469,0.010837554482271,-0.047535211267605,-0.0097465886939571,0.026099623679845002,0.017402597402597
1996-12-31,-0.0068448500651890004,0.0013839959738298,0.04336626526458599,-0.027919645897173998,-0.3560027758501,-0.62349422613608,-0.24707874682472003,-0.23992080633548998,-0.0009384301822606301,0.029552682664903997,-0.30933376771460996,-0.72978152548869,0.0065623518255097,-0.31129953279114003,-0.0264163764546,-0.018476470326343003,-0.009719222462203001,0.11992504684572,1.15036900369,0.017928217099504,0.023307306840695,0.12292051756007001,-0.013779527559055,-0.017075479138733,0.10620372734235
1997-12-31,0.0029537249753856,0.001130795326046,0.040603696140287,-0.14150612959720002,1.5465517241378999,2.5999558693732996,0.7278452541610401,1.2791854132134,-0.058985836941366,-0.079493711511845,-0.5438679245283,-2.7404255319149,-0.032465941851482,-0.5618090452261301,-0.070284418077125,0.024312800508029,-0.018538713195202,-0.35471277189069,-0.57014157014157,0.011569641444313,0.010021637626694,0.22633744855967,-0.017964071856286998,0.0050150451354062,0.0078467574428802
1998-12-31,0.0068717277486911,0.0011295180722892,0.049119586813573,-0.32884536923705,-0.29350033852404,-0.47802635611401,-0.32621713095547994,-0.29423376623377,0.0048349865868114,-0.026498147744607004,0.27507755946225,-0.5077424612876901,-0.007848406948664,0.31020642201834997,0.0024023122255171,0.02860685501727,-0.0077777777777778,-0.28781331028521995,-0.51596806387226,0.0082407617320336,0.0048483481790507,-0.7825503355704699,0.014227642276423001,-0.0072654690618763,0.026562857797115
1999-12-31,0.010074748131296999,0.0018804061677322,0.051235639270575,-0.001823708206687,-0.27240057498802,-0.19363550962892997,-0.09621329211746499,-0.048432209627558,0.037127867631081,0.015154228410261001,-0.018653690186536998,-0.27317880794702,0.0020021591912847,0.22494529540481,0.0010859389627412,-0.00090408128121236,-0.012318029115342,-0.375,2.4247422680412005,0.0051491337538084,0.016606822262118,-3.0617283950617002,0.0,0.00032169856844147996,-0.12268570153915
2000-12-31,0.0083655083655083,0.0025025025025026,0.06026469546742201,-0.5767356881851401,1.2298320711228001,1.0040774719674,1.2768277041471001,0.81342821782178,-0.0093537669490257,-0.047959251174175,-0.23801652892561997,1.1184510250569,-0.018727839050287,0.26866738120757,-0.028652652053564997,0.025337182746585,-0.013605442176871,2.8038834951456,0.10295003010235,0.019596219450814,0.01832229580574,1.7470059880239999,-0.012024048096192,-0.013949187972343001,-0.078311721332316
