Date,ODA/EGY_LE_Value,ODA/EGY_LP_Value,ODA/EGY_PPPGDP_Value,ODA/EGY_BCA_NGDPD_Value,ODA/EGY_TX_RPCH_Value,ODA/EGY_TXG_RPCH_Value,ODA/EGY_TM_RPCH_Value,ODA/EGY_TMG_RPCH_Value,ODA/EGY_GGXWDG_NGDP_Value,ODA/EGY_GGXWDN_NGDP_Value,ODA/EGY_GGXCNL_NGDP_Value,ODA/EGY_GGXONLB_NGDP_Value,ODA/EGY_GGR_NGDP_Value,ODA/EGY_GGSB_NPGDP_Value,ODA/EGY_GGX_NGDP_Value,ODA/EGY_NGSD_NGDP_Value,ODA/EGY_PPPEX_Value,ODA/EGY_PCPIPCH_Value,ODA/EGY_PCPIEPCH_Value,ODA/EGY_PCPI_Value,ODA/EGY_PCPIE_Value,ODA/EGY_PPPSH_Value,ODA/EGY_NID_NGDP_Value,ODA/EGY_LUR_Value
1991-12-31,,0.020697040498442,0.054980942160382,-2.2727272727273,0.68338208664159,-11.78722206586,-1.3912228057014,-0.32547614557796994,,,,,,,,0.47237419291241994,0.096629213483146,-0.30548093689618,-0.031384471468662,0.14737064314866,0.20710059171598003,-0.0012269938650307,-0.18615865254007,0.092864246643461
1992-12-31,,0.020697022299372,0.025869250668654,1.4183277962348,-0.43268514687629,-1.1000078273801999,2.7929050814957006,-2.3423259714844997,,,,,,,,0.11692832993004,0.21926229508196998,0.43462034335346006,-0.5294799362596,0.21141934296870002,0.09742893141192199,-0.09828009828009801,-0.17508136526746,0.018314184961893003
1993-12-31,,0.020688495178291,0.053476941488224995,-0.46697195191757,-0.64366977829638,-3.3475084789982,-2.6947674418605,-1.7202957409143,,,,,,,,-0.35733980698915,0.07058823529411799,-0.47772206981364,0.53458538587849,0.11043048313336,0.14953807516369,0.0081743869209809,-0.17890743550835003,0.21883378016085997
1994-12-31,,0.020708596539412,0.06405335886596202,-0.9209621993127101,0.42161277118296997,-1.1004667703934,-0.96696248788127,-0.5503831140667901,,,,,,,,0.017814671454554,0.047095761381475996,-0.18076435428364002,-0.5724603758443101,0.09045180310928098,0.063919102386043,0.010810810810810999,0.23205815314482997,0.021262945651178002
1995-12-31,,0.020701036845693,0.066629808975483,0.74728260869565,2.04117477685,-22.129424778761,25.3769751693,2.4504823151124997,,,,,,,,0.023184421534937,0.09295352323838099,0.034822020782666996,0.5211950570937001,0.09361020137969502,0.09726153981548,0.0066844919786096,-0.0196,0.0029615004935834
1996-12-31,,0.022847100175747,0.067926147026757,-1.4230171073095,-1.0134444234047,-1.7082875242134,-1.0996148908858001,-0.5831702544031301,,,,,,,,-0.17468989297389,0.05349794238683099,-0.24206815511163,-0.16133676092545002,0.070955245182995,0.081555448615121,0.010624169986719998,-0.06731946144430799,-0.15291696492484
1997-12-31,,0.020618556701031,0.077326299510957,-1.5772058823528998,-42.429577464789,-1.5375859265282,-11.844501718213,1.9995528727923,,,,,,,,0.017634291915355,0.040364583333333,-0.1307963354475,-0.41625796959294,0.061673012851022994,0.047609042257351,0.017082785808147,-0.0032261592300963,-0.084081546424422
1998-12-31,,0.021885521885521998,0.08709701473987701,-19.611464968153,-0.7693353731089599,-0.48535679912003005,0.6300404024399899,0.45591413877916,,,,,,,,-0.010503865635830001,0.027534418022528002,-0.18258472514999,-0.29048519218652,0.050401802225882995,0.033777326836635,0.049095607235142,0.17005869767951998,-0.082574097566601
1999-12-31,,0.021416803953871,0.07734080256087798,-0.34736481861739005,3.834193072955,-3.9024846379908995,-1.0263413685848,-0.77045152042592,,,,,,,,0.024625498437332,-0.0060901339829476,-0.25709184685578,-0.14831261101242998,0.037451984635083,0.028770656441157994,0.024630541871921,-0.024473721224624004,-0.033060967944689
2000-12-31,,0.020967741935483997,0.077810792168515,-0.38804404824331,0.44420731707316996,-2.4508468335787996,-0.8819188191881899,-1.8026315789474,,,,,,,,-0.033079148041019996,0.025735294117647006,-0.2392523364486,-0.11644073687869,0.028489149439472998,0.025425703034000997,0.0048076923076923,-0.060268178978228004,0.16939677587102997
2001-12-31,,0.022116903633491,0.058832795923893,-0.9708654670094301,-0.43709098585603007,-0.46555005709934993,62.625,0.78910808557933,,,,,,,,-0.0087022734689438,-0.0035842293906809997,-0.14671814671814998,-0.12234461054288,0.02431,0.022317903004208,0.011961722488038,-0.06612795990385101,-0.020789327404113
2002-12-31,,0.020092735703246004,0.04769720018969201,-22.029411764706,-1.3165197824864,0.063509021842355,0.84037328094303,0.09395868923745901,,,,,,,,0.041314605508613995,0.0083932853717026,0.32044426162073,0.23218287763335002,0.0320996573303,0.027481481481481003,0.0023640661938534,0.00016429353778751998,0.14100817438692
2003-12-31,,0.01969696969697,0.052510594865650004,2.3552447552448,-4.697274881516599,-0.6786471704431299,-0.032559380838004,0.1351504826803,0.13196438669047,0.10302226775545,-0.20472371551952,-0.37023542600896997,0.031182330012992997,,-0.04166326502843799,0.022445861215027004,0.04637336504161701,-1.0,0.4598035649327,0.0,0.040124823629978,-0.009433962264150999,-0.068827684389202,0.12189054726367998
2004-12-31,,0.019316493313522,0.06954481444316099,0.80825343893289,3.4250921326709998,5.238624522403599,-2.2815172413792997,-2.7641320660329995,-0.006004329385952,-0.029981423810304005,-0.085328014184397,-0.17245215843347003,-0.022183192699782,,-0.038420036347115,0.096418448853388,0.0875,,1.9177672564166,0.081063952553467,0.11708732288376,-0.011904761904761998,-0.0039985887333883,-0.06643015521064301
2005-12-31,,0.020408163265306,0.078329341966512,-0.25057630244351997,-0.66643733931998,-0.24692389065196998,0.88117533096545,0.38806181766624,0.018141505715412,0.0006758945041328401,0.018415313787255,0.019091153535897,-0.030105427567357002,,-0.018250007382689,-0.0023500658018425,0.028213166144201,0.088823094004441,-0.59586642753438,0.08825871256201401,0.04732400858019099,-0.0024096385542169,0.061282323769040005,0.08949268478054302
