Date,ODA/PHL_LE_Value,ODA/PHL_LP_Value,ODA/PHL_PPPGDP_Value,ODA/PHL_BCA_NGDPD_Value,ODA/PHL_TX_RPCH_Value,ODA/PHL_TXG_RPCH_Value,ODA/PHL_TM_RPCH_Value,ODA/PHL_TMG_RPCH_Value,ODA/PHL_GGXWDG_NGDP_Value,ODA/PHL_GGXCNL_NGDP_Value,ODA/PHL_GGXONLB_NGDP_Value,ODA/PHL_GGR_NGDP_Value,ODA/PHL_GGSB_NPGDP_Value,ODA/PHL_GGX_NGDP_Value,ODA/PHL_NGSD_NGDP_Value,ODA/PHL_PPPEX_Value,ODA/PHL_PCPIPCH_Value,ODA/PHL_PCPIEPCH_Value,ODA/PHL_PCPI_Value,ODA/PHL_PCPIE_Value,ODA/PHL_PPPSH_Value,ODA/PHL_NID_NGDP_Value,ODA/PHL_LUR_Value
1991-12-31,,0.024390243902439,0.027310152401238,-0.6258404506632701,-5.7994652406417,-11.127637130802,-0.69108802624385,-0.59907205240175,,,,,,,-0.033921463791362,0.12825354012138,0.4590561321112,-0.27175706898449,0.19261245518363,0.13238171346689,-0.026446280991735998,-0.12738902888157,0.25
1992-12-31,,0.022222222222222,0.026250697189417003,-0.17241379310345,0.6977158774373299,0.080929069888553,8.093805309734499,5.834240980258699,,,,,,,0.080002459722051,0.057375089648578,-0.55085405742173,-0.44296721559148,0.08649959579628098,0.073735186041418,-0.098471986417657,0.046425874094805995,-0.066666666666667
1993-12-31,,0.023291925465839,0.045451860253548,1.9383802816901001,-0.14497604515325,0.94343804201195,0.37276177500973,0.38995965934558,,,,,,,-0.055115868587371,0.043522496043409,-0.22367356374986,-0.00054244643341464,0.06717354910714299,0.07370305736237301,0.0,0.13585802836036,-0.053571428571429
1994-12-31,,0.024491654021243998,0.066095201500802,-0.17016177351707998,0.75706171323304,-0.30026277951311,-0.17364335589976002,-0.3418252176717199,,,,,,,0.057607713166616004,0.077023074423139,0.54749851101846,0.18141112618725003,0.10392836133081,0.087071240105541,0.013182674199623002,-0.0068774762652314,0.021563342318058995
1995-12-31,,0.013271321503687998,0.068617525931658,-0.41973525872442996,0.087152155869119,0.398356125558,-0.11834091104057999,-0.22908160487778,-0.042970061342204,-0.96288209606987,-0.066996984058595,-0.0075169004136818,,-0.029142011834319997,-0.08426870263802601,0.053510360088513,-0.34003656307130004,-0.06339726656712999,0.06858507509819001,0.081553398058252,0.0092936802973978,-0.065826119683854,0.0052770448548813
1996-12-31,,0.023388393509721002,0.07777695111970799,0.78598092077976,0.05167564092260701,0.038915632125665,0.046412065190950993,0.28175976272861997,-0.12741158837973002,-33.588235294118,0.074578619256523,0.056524170182484,,0.027528061354056,0.08692135390741701,0.057284704983769,0.21183846041697,-0.09736358062538301,0.083114772265524,0.07360861759425501,0.020257826887661,0.066999717980742,-0.10498687664042
1997-12-31,,0.023425224967862004,0.069863228039172,0.10752438457966,-0.077296347241327,0.46520021460273997,0.30447719559254,0.15205773786568,0.072267801999013,-0.3158844765343,-0.10678985818651,0.024969930238152003,,0.034353220305472006,0.0084149064056327,0.044428390825356996,-0.31953801732435,-0.11397907892949,0.056546502506736,0.065217391304348,0.0090252707581228,0.03360519558979,0.017595307917889002
1998-12-31,,0.048988136775994,0.0050241529269562,-1.4489410777941,-0.6712079175121101,-0.23401351486302,-1.5121890369948,-1.4355124097365002,-0.12992058893698,-4.562005277044901,-0.3577098869377,-0.078529853548629,,0.0026283092803213,0.44908038147138996,0.09268545737506499,0.6550565770862801,0.5404783808647701,0.093611801542981,0.10047095761381,-0.0304114490161,-0.14568568714839003,0.15850144092219
1999-12-31,,0.021554018094731002,0.046592052044769,-2.6179355441383,-5.380604534005,-2.555908043979,0.48820541368033,0.7412979027122,0.049453562615065005,0.74814814814815,-0.47378277153558,-0.029596047068412002,,0.020447071159621,-0.39303482587065003,0.049770533312232995,-0.34173699391090995,-0.61660197073753,0.061616340505918,0.038516405135521,-0.0036900369003690005,-0.18934405199692,-0.029850746268657004
2000-12-31,,0.00013024225058616,0.067868695584609,-0.20612009237875,-1.4910010925191,-1.5494790939307,-1.1923598447655,-1.2995333585572,0.096877741074595,0.43262711864407005,-0.37224199288256,-0.049448818897638004,,0.0036431574030826,0.0080030979734091,0.033617245797843996,0.06604998377150299,1.2466251298027,0.065686124588158,0.08653846153846201,-0.0037037037037037,-0.031121426310792,0.14615384615385002
2001-12-31,,0.023440552155229003,0.052392131032025994,-0.16545454545455,-1.5463168989343,-1.4187465053627,-1.6514341273700002,-1.7416842105263002,0.0009698165855650801,0.069506063294883,0.36734693877551006,0.0013806052573447,0.048876404494382006,0.012146314221891002,0.27077730823408996,0.031940494421352,-0.17750038057543,-0.5763808643401899,0.054032194943775994,0.036662452591656,0.0037174721189591,0.20541158536585,-0.0044742729306488
2002-12-31,,0.019977096322687002,0.052367471107099994,-0.84880174291939,-2.1113612004287,-2.1932507890265,-2.4313432835821,-2.2600056769798,0.07521544763815,0.062223451327434,-0.46849087893864,-0.037004356697733,0.022228173540439,-0.020506689962757,0.21549856401471001,0.025863896544414,-0.49602072922449997,-0.43453355155483,0.027227722772277002,0.020731707317073002,0.0074074074074074,0.10518946750373,0.024719101123596002
2003-12-31,,0.021457085828343003,0.070636482145512,-1.9798270893371999,-0.88311312566303,-0.85940996948118,-1.2591240875912,-1.1669294886236001,0.075565954217782,-0.057276750846134004,1.1528861154446002,0.0051540487916619,-0.04977731202515099,-0.0061024268882318,-0.033327806333941,0.011848177998209,-0.16672787366875,0.21032320308731,0.022686746987952002,0.025089605734767,0.0073529411764706,-0.060890886800163,0.0
2004-12-31,,0.020517830972153997,0.096315889764136,4.2294117647059,2.8094059405941003,0.0014471780028944,1.3440643863178998,4.2226720647773,-0.032806161443941,-0.19386909693454998,0.59855072463768,-0.018858249772106005,-0.14171491590845997,-0.048788551457044006,0.0030017152658662,0.026958948873307003,1.1115028646981,1.8337983260263002,0.047913009672137005,0.07109557109557099,0.014598540145985,-0.059530026109660995,0.037280701754386004
2005-12-31,,0.020344662517951,0.081487940751041,0.083802024746907,-0.5938921377517901,-5.4898843930636,-0.9214592274678101,-0.57131782945736,-0.10082973679412,-0.42000685166153007,0.61740707162285,0.035828349108646004,-0.37038226790877,-0.030188679245283,0.0037195382642155,0.025256877693072003,0.37653934460446997,-0.17355836849508,0.065958403597527,0.058759521218716,-0.0017985611510791,-0.0028687766055894,-0.040169133192389
2006-12-31,,0.020056298381421003,0.084767508376236,1.956927867151,7.9696,-3.1509494689411004,-14.032786885246,-2.6371308016877997,-0.12822592911828998,-0.9716479621972801,0.33576233183857,0.067832716672273,-0.90765306122449,-0.022322342822035997,0.0097968224219449,0.018233544549334,-0.1710386656558,-0.30037440435671003,0.054663193309217005,0.04110996916752299,-0.0018018018018018,-0.16431554524362,-0.29955947136564004
2007-12-31,,0.020006898930666,0.09453605839856001,-0.051246051246051,-0.66696396717802,-1.01803082448,0.58364779874214,-0.12076583210603999,-0.13458183087123,5.2083333333333,-0.28325639949643,-0.018689626207476003,3.4033149171271004,-0.0055509007121911,-0.040620913654195,0.0041275082550166,-0.46186208158039005,-0.11140841644369001,0.029419999999999998,0.036525172754195,0.010830324909747,-0.037314675995336,-0.078616352201258
2008-12-31,,0.020178108443242,0.061960282282117,-0.98427672955975,-1.5190144617033001,4.9460580912863,0.9179242785279301,-0.95854271356784,-0.010595878136201,-1.0570469798658,-0.001463700234192,-0.0014979670447249,-0.22710163111669,-0.018062137967351004,-0.14821491382343,0.054828305824322,1.7817811012916003,1.1379687927731001,0.081842202405238,0.078095238095238,0.0125,0.11253388706235001,0.010238907849829
2009-12-31,,0.005524861878452999,0.019164670121823997,57.964705882353,0.062263501891985006,4.794836008374,-2.1236885698509,-63.535353535354005,0.0039848755858447,-158.94117647059,-0.81647610671357,-0.0679382768967,1.9383116883117,0.076902450796375,0.11510865637743,0.019964028776979,-0.48521505376344004,-0.4344430217669699,0.042121993050006,0.04416961130742,0.014109347442681002,-0.13977602654500002,0.010135135135135
2010-12-31,,0.017582417582418,0.089472479300652,-0.28212290502792997,-7.4766839378237995,-3.1506502890173,-2.9658476658477,-3.1171054756905003,-0.019867848363891,-0.11955307262569999,0.07028753993610201,-0.034145780639227,0.39226519337017,-0.04556545988745599,0.11739110308753001,0.029683183447952004,-0.10182767624021001,-0.17636404799638,0.037843147391821,0.036379018612521005,0.022608695652174,0.238006268081,-0.020066889632107
2011-12-31,,0.017278617710583002,0.057996392736442005,-0.30016675931073,-1.08195,-1.2300240774959,-1.1699162604674,-1.2473487449454,-0.04716764069762099,-0.83079526226734,2.2597014925372996,0.047375312462802,-0.93253968253968,-0.060941250130439,-0.047806454285595996,0.019180271720516003,0.24682875264270998,0.14431006047279,0.047181403071814,0.041632653061224,-0.0034013605442177,-0.0036512341171316,-0.040955631399317
2012-12-31,,0.016985138004246,0.087189276368177,0.10285941223192999,-11.636973764491,-6.465433300876301,-5.463405663846999,-4.6560764959901,-0.019970056988313,0.6125,-0.092490842490843,0.037504261847937,3.3941176470588,0.05028336481831299,-0.09201653252120899,0.0011762070124342,-0.32789317507418,-0.28465049243334,0.031712557379909,0.029780564263322994,0.035836177474403,-0.11594840222809,0.0
2013-12-31,,0.017578288100209,0.087780074494826,0.24702916816709,-0.98233337157279,-1.0909941207909999,-1.0536420566908,-1.1379397620855,-0.036737710976962004,-0.7937984496124001,0.18012108980827,0.013199693285135001,-0.57295850066934,-0.014336348727715,0.10804983229515999,0.0046433566433566,-0.075055187637969,0.38012088650101,0.029331530050026002,0.041095890410959,0.039538714991763,0.086718620460952,0.01067615658363
2014-12-31,,0.020003282589964002,0.08014449303037299,-0.084608720762345,19.866883116883,-4.0009789525208,-13.337941628264,-6.0629969418959995,-0.072210569396838,1.5563909774436,-0.087216759298846,0.019784853235310002,1.2507836990596002,0.030753542292829,-0.035589189189189,0.021828711437799,0.52130923968633,0.040875912408759,0.04462112728630099,0.042785087719297996,0.028526148969889,-0.026752110670328996,-0.028169014084507005
2015-12-31,,0.020003218215097,0.082282991297337,-0.18359621451104,0.015714952543955,0.051052030663839,0.10931274900398,0.14206330031408998,-0.065424168068154,1.9323529411765,-0.39297423887588,-0.006095944871455,1.108635097493,0.028273887008592003,0.013631064478522,0.019891008174387,-0.13245181532945,-0.18186068256194,0.038705896646108004,0.035001016452511,0.024653312788906003,0.046509197324415,-0.014492753623188
2016-12-31,,0.019995464539601,0.079753115979621,-0.20092735703245998,-0.07215073529411799,-0.14106145251397,-0.10471380471380001,-0.11846837317538,-0.054575491179420996,0.044132397191574996,-0.12268518518519,0.0021866666666667,-0.0085865257595774,0.0042535953007899,0.038529593913120004,0.015816190221747,-0.095840867992767,0.0,0.034999965598618996,0.034995868496268,0.018045112781955003,0.06960950764006799,-0.014705882352941001
2017-12-31,,0.019999806671758,0.081701214449211,-0.25773694390716,-0.013703153376258999,-0.040289069557362,0.016296853453678997,0.015838732901368,-0.05551048427359,-0.0096061479346782,-0.10378188214600001,0.0022883295194508,-0.06928714190539599,0.001663977410246,-0.0013204412829577,0.014202303929303998,0.0,0.0,0.034999667619491,0.035003566450498,0.019202363367799,0.023342670401494,-0.014925373134328
2018-12-31,,0.020005686125853,0.082470716193361,-0.32182410423453,0.01606963508537,-0.028990963855422,-0.0055507586036758,-0.0060240963855422,-0.053586177277082,0.076624636275461,-0.19627085377821,0.0037697780609537,0.048675733715104,0.007550969041027,0.00038386078648796,0.013536642290338,0.0,0.0,0.034997912585504,0.034995763837077996,0.018840579710145,0.022764598540146,-0.015151515151515
2019-12-31,,0.019994239577817003,0.082074115847307,-0.47550432276657,0.046622734761120006,0.07890655292749099,0.05246837013148099,0.05668449197861,-0.051768073445735995,0.096396396396396,-0.27472527472527,-0.0022745305474744,0.038907849829351,0.0031976017986509995,0.00029844382860802997,0.014072254631050999,0.0,0.0,0.035005957404557,0.03500369585270299,0.019914651493598997,0.022302511262768,0.0
