Date,ODA/KAZ_LE_Value,ODA/KAZ_LP_Value,ODA/KAZ_PPPGDP_Value,ODA/KAZ_BCA_NGDPD_Value,ODA/KAZ_TX_RPCH_Value,ODA/KAZ_TXG_RPCH_Value,ODA/KAZ_TM_RPCH_Value,ODA/KAZ_TMG_RPCH_Value,ODA/KAZ_GGXWDG_NGDP_Value,ODA/KAZ_GGXWDN_NGDP_Value,ODA/KAZ_GGXCNL_NGDP_Value,ODA/KAZ_GGXONLB_NGDP_Value,ODA/KAZ_GGR_NGDP_Value,ODA/KAZ_GGSB_NPGDP_Value,ODA/KAZ_GGX_NGDP_Value,ODA/KAZ_NGSD_NGDP_Value,ODA/KAZ_PPPEX_Value,ODA/KAZ_PCPIPCH_Value,ODA/KAZ_PCPIEPCH_Value,ODA/KAZ_PCPI_Value,ODA/KAZ_PCPIE_Value,ODA/KAZ_PPPSH_Value,ODA/KAZ_NID_NGDP_Value,ODA/KAZ_LUR_Value
1993-12-31,,-0.0086813702487095,-0.070401603072556,-0.8328106852497099,,,,,,,,,,,,0.87963209810717,12.4,,,16.761904761905,21.710691823899,-0.11170212765957002,-0.35939678768786,
1994-12-31,,-0.06508875739645,-0.10718712389301001,-0.11277063795299001,-1.7334952045648,-1.4227216455576,-2.5873003744173997,-1.9495137946630001,,,,,,,,0.48237713637331003,14.89552238806,-0.15658540253567999,-0.6052725173210199,14.017873100983,8.545278316255901,-0.15269461077844,0.08146565623992301,
1995-12-31,,-0.0078481012658228,-0.062854613496439,-0.83283309408848,-1.8216756595717,-2.5832957873395,-2.1131276175805,-2.2079190235189,,,,,-0.24035862317535,,,-0.10998421279242,1.5556338028169001,-0.8742677357208,-0.9293364615573599,1.7627491817911003,0.6038934664036201,-0.113074204947,-0.25867531402587,0.087425742574258
1996-12-31,,-0.012439397805563,0.023337197818712997,1.7868852459016,-0.57594069776811,-0.6569558567210899,-0.065865155905376,0.064721250061616,,,,,-0.21582349801317002,,,-0.087830574070092,0.36410397722054,-0.77802297546447,-0.52576670861761,0.39129404669596,0.28638098511296006,-0.031872509960159,0.032027754034893996,0.17991441318401002
1997-12-31,,-0.018926425941477,0.034417287317738,0.010084033613445,0.47510925327759995,0.45157610949813,-0.19962962962963,-0.27763888888889,,,,,0.018832249281501,,,-0.050029463759575996,0.14180863241532998,-0.5542692120933299,-0.60468608143027,0.17440978403901,0.11321099627364001,-0.024691358024691003,-0.04370067231803601,0.0037811559533914
1998-12-31,,-0.015341058730577,-0.0083560657533135,0.53466444814199,-0.5608939267083101,-0.72440888634902,-0.88147848218417,-0.9594308786771801,,,,,0.35015960210823,,,-0.07214192667948599,0.045291030252993,-0.58190470729889,-0.8339369313664899,0.07292284573100799,0.018795947755349998,-0.042194092827003996,0.042335320189515,0.0083025830258303
1999-12-31,,-0.0035439652290204,0.04271528935339,-0.8167690639681999,-2.2161924317982002,25.125972006220998,-4.0092728160078,11.129541864138998,,,,,-0.035737849131295,,,-0.098342024334804,0.11571227080395,0.15304443225453002,8.625,0.08408585504896,0.18094576834379003,-0.0088105726872247,-0.33020527859237997,0.026608722171393998
2000-12-31,,-0.0024157831163602,0.12298458279392999,-2.9753451676528995,-7.934032802701401,-0.57099628946167,-5.8595523840415,3.0976816879396005,,,,,0.24615121450564,,,0.5953881515533499,0.14815938511326998,0.5855137963844,-0.45786128764852,0.13331142264583,0.09810179741306899,0.04888888888888901,0.35223292469352,-0.052877831414779
2001-12-31,,-0.0010090138571236,0.16086774261160997,-4.1313030454319,-0.9633198253821899,-0.8777780347355499,-0.2340475236951,-0.44939927531625,,,,,0.17382749942805,,,0.13138448668494998,0.077028098300009,-0.37176505888530004,-0.34260958205912,0.08375,0.064488679822549,0.10593220338982999,0.6045005666180999,-0.18191798008312
2002-12-31,,0.0010773685273719,0.11485510517288001,-0.33705357142857,3.3518255097202,0.59243140964995,-0.46847631911464,-0.96946256422098,,,,,-0.12485382396507,,,0.21935589878408998,0.042036393375587996,-0.30101492537313,0.023414482865561,0.058546712802768,0.06599782641889,0.06896551724137899,0.13816298388995002,-0.10533882871657001
