Date,ODA/NLD_LE_Value,ODA/NLD_LP_Value,ODA/NLD_PPPGDP_Value,ODA/NLD_BCA_NGDPD_Value,ODA/NLD_TX_RPCH_Value,ODA/NLD_TXG_RPCH_Value,ODA/NLD_TM_RPCH_Value,ODA/NLD_TMG_RPCH_Value,ODA/NLD_GGXWDG_NGDP_Value,ODA/NLD_GGXWDN_NGDP_Value,ODA/NLD_GGXCNL_NGDP_Value,ODA/NLD_GGXONLB_NGDP_Value,ODA/NLD_GGR_NGDP_Value,ODA/NLD_GGSB_NPGDP_Value,ODA/NLD_GGX_NGDP_Value,ODA/NLD_NGSD_NGDP_Value,ODA/NLD_PPPEX_Value,ODA/NLD_PCPIPCH_Value,ODA/NLD_PCPIEPCH_Value,ODA/NLD_PCPI_Value,ODA/NLD_PCPIE_Value,ODA/NLD_NGAP_NPGDP_Value,ODA/NLD_PPPSH_Value,ODA/NLD_NID_NGDP_Value,ODA/NLD_LUR_Value
1991-12-31,0.025215348472983994,0.0078919208132692,0.05849614968497401,-0.09367681498829,0.18109890109889998,0.20074609466076002,0.7489102005231001,-0.28434197886646995,,,,,,-0.51724757455983,,-0.042299034202309,-0.0024301336573512,0.24,0.38993948562784003,0.030994589616668997,0.036737828727474,-1.1846846846847,0.0016877637130802,-0.037029623698959,-0.06122848200313
1992-12-31,0.015582034830431002,0.0075646980756469,0.040250358492438,-0.17743324720068998,-0.44324525493115,-0.50349514563107,-0.5963775340644699,-0.54496644295302,,,,,,0.29884629698549,,-0.01630208135876,0.0024360535931791,0.032258064516129,-0.37687074829932005,0.032002791346825,0.022910607474070997,7.4390243902439,-0.08508845829823102,-0.0007898565786738,0.013752865180246002
1993-12-31,0.0073706377858003,0.0069810326659642,0.03664689970869799,0.99476439790576,-0.19886363636364002,-0.28940164254986,-1.4993824619185,-2.1951819075713,,,,,,-0.62607449856734,,-0.0064361968628357,-0.008505467800729,-0.1875,0.14061135371179,0.025992994603952,0.026112496982377005,1.1743737957611,-0.0082872928176797,-0.085954401730737,0.13669064748200999
1994-12-31,0.0064207854263103,0.0060824068018313,0.05151472068199401,0.25380577427822,2.0921985815603,3.3533296642818,-6.9002473206924995,-4.397367338543799,,,,,,0.5777777777777799,,0.045965865011637,0.0,0.076923076923077,0.0091883614088821,0.027997100112041002,0.026362911552888998,-0.20646876384581,-0.0018570102135562,0.0099226217569413,0.11989150090416001
1995-12-31,0.020919881305638,0.0049405187544693,0.05267609069121299,0.24387691019468,1.0639503507825,1.4274336283186,1.21880676261,1.7830245792468997,,,,,,2.3593977659058,,0.05143704802521799,0.0,-0.40178571428571,-0.6608497723824001,0.01675877367321,0.0089397142347757,0.2680067001675,-0.0055813953488372,0.010005408328826,0.14064266106895001
1996-12-31,0.017729981107397,0.004592793841775,0.052913784028147004,-0.16812521036688,-0.7102889266570799,-0.77678245924691,-0.70232997481108,-0.78198825320861,-0.026283499260995,-0.044136488429859996,-0.7949810061010699,-1.5241899689303002,0.0066729576705311,-0.9061731964724601,-0.12424100009399,-0.0095936794582393,-0.0049019607843136,-0.14686567164179,1.1577181208054,0.014288236481033001,0.019298732771243,-0.3949801849405499,-0.0037418147801684,0.032440874609548996,-0.08833522083805198
1997-12-31,0.031129515921747997,0.0052157115260786,0.060635633660311,0.25531054015779997,1.4456227436823001,1.119692020532,1.5519356885973998,1.2227100379166,-0.079618518465482,-0.080340290505239,-0.33969679955081,0.16553767993226,-0.026224751701818996,-0.12480739599384001,-0.03818743828618,0.065847578347578,0.0086206896551723,0.30020993701889,0.13582166925868,0.018575389473945998,0.021905221838353996,-0.50291120815138,0.00093896713615034,0.025370618489865,-0.15217391304348002
1998-12-31,0.028527904722337998,0.006149509960925,0.050532112822802996,-0.50556003223207,-0.37208229541471005,-0.10082553659878998,-0.29843322556578,-0.10576405099658999,-0.036656138658535,-0.071445568114218,-0.30017006802721,0.059571376679985,-0.01068072427229,0.17781690140845,-0.018323029883723998,-0.08757392495572901,0.0085470085470086,-0.045748116254037005,-0.33272478320402,0.01773616688842,0.014625693720767,-0.77452415812592,0.014071294559099,0.021750126454222998,-0.21172161172160997
1999-12-31,0.024101252187963,0.0066849175526834,0.062851524597062,0.19915254237288002,-0.038348516015281,-0.21936589545843999,-0.028831383670092997,-0.13383534136546002,-0.070013082029168,-0.20593888141456998,-1.4738760631835,0.29036681522112,0.013854137707349,-0.83258594917788,-0.013958986950393,0.027574337190567004,0.0024213075060533,0.14777213761985,0.31326949384405,0.020353578967568002,0.01920389810469,-7.3181818181818,0.011100832562442,0.005858085808581,-0.17797397769517
2000-12-31,0.024454378122535,0.0072097141411587,0.063081441145936,-0.4762163631421599,0.8799083269671499,1.1673200564528998,0.7032485703856899,0.5465399327692101,-0.11948178250148,-0.054863044092138,3.7666666666667004,0.21944739638682,-0.00632969242722,-11.303571428571,-0.04025638660887201,-0.094223299240939,0.018115942028986,0.15036855036854999,0.51979166666667,0.023403429995416003,0.029177066122966,0.38746145940390997,-0.0082342177493137,-0.036584365515544,-0.13510457885811
2001-12-31,0.012577002053388001,0.0075348486751224,0.039524032085846005,0.26881162428646,-0.86419050715215,-0.9045655162434,-0.8338452746624799,-0.85204616998951,-0.05974123308745201,-0.024798326859873997,-1.1291016675632,-0.56013071895425,-0.024790157525584,-1.6967071057192,0.024503915821842002,-0.0075933430381241,0.03202846975089,1.1832550192226001,0.75976696367375,0.051111825783331996,0.051348612676617,-0.4437037037037,-0.007380073800738001,-0.030268199233716,-0.16862745098039
2002-12-31,0.012801013941697999,0.0064190452449209,0.014994306769188,0.019222903885481004,-0.6205864751645699,-0.36846095526914,-0.32631126397248,0.5314083080040499,-0.0015312650766681,0.03615196078431399,7.2791666666667,-0.9702823179791998,-0.019808050557691,0.7947761194029901,0.021268114242836002,-0.063352362829052,0.02183908045977,-0.24359225200548001,-0.37370983446933004,0.038671678650261,0.032163394375196,-3.1584553928096004,-0.028810408921932998,-0.072215637209711,0.21108490566038002
2003-12-31,-0.015642597922663,0.004706173756889,0.022665190107051005,1.0971107544140999,5.156151419558401,7.6506602641056,-1.3395022335673,-0.20807145219979997,0.030042016806723002,0.07071048407535699,0.49672873678913,-18.966666666667,-0.0032237111169919,0.31531531531532003,0.019585332812895,0.10149834927621999,0.0022497187851519,-0.4216244180031,-0.5009328358209001,0.022355948786466,0.016052711649232002,0.36088834053054,-0.038277511961723,-0.015898552096148,0.34858812074002005
2004-12-31,-0.0033053648614289,0.0035130970724190002,0.04655839079326401,0.3779181017987,0.7217524980784,0.02969747432695,-10.413533834586,2.0793650793651,0.0088925147868652,0.046039135237494,-0.43913920645595,-1.1205936920223,0.0099196292810079,-0.54794520547945,-0.020132414538576,0.069512757454657,-0.017957351290685,-0.38282647584973,-0.22180685358254998,0.013799419621725002,0.012494707820035,-0.48504079782412,-0.0318407960199,-0.0079815366862197,0.22093862815883997
2005-12-31,0.0073979591836734,0.0023338656184744,0.0553742256559,-0.024163310651298,-0.039880952380952,-0.1544474393531,-0.0083865814696485,-0.29042322300596995,-0.0051550559980593,-0.065585517631529,-0.8393285371702599,10.284615384615,0.010085077908421999,-1.462703962704,-0.022476558190843998,-0.00046707146193360996,-0.014857142857143,0.088405797101449,0.6413130504403499,0.015022482972827,0.020499535955778,-0.31778169014085,-0.024665981500514002,0.0078034121752616,0.042381233983835996
2006-12-31,0.015446948594581001,0.0015931372549019,0.07012738985504201,0.25174327593568,0.17141971481711,0.37631495058973996,0.66915022150624,0.93194417893328,-0.09312958484891601,-0.06978527607361999,-2.8171641791044997,0.36741649625085,0.026593479392418996,-0.6120906801007601,0.0086989232143698,0.09104960460100699,-0.0092807424593968,0.09920106524633801,-0.17609756097560997,0.016510165101651,0.016889697284656,-2.4993548387097,-0.014752370916754,0.036743134708796,-0.17473524962179002
2007-12-31,0.028678304239402,0.0022023736693993,0.069692541231116,-0.28240109140518,-0.21209314633501,-0.22466705269253,-0.31053203040174,-0.31525826241836996,-0.046674733351259,-0.11836681563760999,-0.68583162217659,-0.16051844466600002,-0.016501498041023,-7.8571428571429,-0.0089035987320531,-0.064870029321649,-0.0070257611241218,-0.041187159297396005,-0.06927175843694501,0.015828824397441998,0.015724661182691002,1.3537005163511002,-0.012834224598930001,0.023890151690866,-0.18056828597617
2008-12-31,0.023151515151514996,0.003906726895373,0.040901874495167995,-0.36470215462611,-0.82451721242653,-0.7828230022404801,-0.7077865266841601,-0.74537572254335,0.28475731578328994,-0.05128205128205099,1.9869281045752,0.18883610451306002,0.023456905844308,-0.21022727272727,0.016391514980481,-0.07359780157835401,0.0035377358490566,0.39608338597599,0.05852417302799,0.022109452929043,0.016642315991137,-0.11517367458867,-0.0075839653304442,0.0096502355926061,-0.14261744966443
2009-12-31,0.00047387750266550995,0.0051076249543962,-0.025686686378657002,0.19800498753117002,-10.349282296651,-7.6458046767538,-6.0191616766467,-5.9528944381385,0.03163190633004,0.096747419204233,-12.334792122538,-2.8461538461538,-0.025850028620492002,4.3956834532374,0.10428283856637,-0.030576155162579,-0.0035252643948296,-0.5592760180995501,-0.57091346153846,0.0097401982149286,0.0071380304746314,-1.7909090909091,-0.03056768558952,-0.071707426520081,0.21591650358773998
2010-12-31,-0.010301953818828001,0.0051421657592255,0.023038019529517003,0.42776852622814,-2.1935516888434,-2.3447169616061,-2.2852541159628,-2.3709178411825,0.046409760768944,0.14993851102072,-0.09710424710424699,-0.079545454545455,0.01142293047525,-0.13911111111111,-0.00037715291455393,0.070181632733122,0.0,-0.045174537987679994,1.5812324929972,0.0092990522661163,0.018427344288941,-0.11546499477534,-0.040540540540541,-0.012906656354232,0.19581545064378
2011-12-31,-0.00011964584828921,0.0046945531146556,0.037622414792861,0.23312436215192,-0.64248349198182,-0.7460366322918299,-0.75178687459389,-0.8549816115011701,0.038233399993221,0.08847482724580498,-0.14838571734018,-0.2092886537331,-0.012874140174753999,-0.06737222509034599,-0.026117213046029996,0.062243401759531,-0.018867924528301997,1.6634408602151,0.43787303309821,0.024767341322598002,0.026491356672945,-0.54282339043119,-0.022300469483567998,0.0048971596474044,-0.0022431583669807
2012-12-31,0.0062223285868136,0.0036542263224106,0.0018097451997770003,0.05485930480018901,-0.17558167426241,-0.10454545454545,0.42333582647719004,0.70086455331412,0.08579543599621299,0.14473037826399,-0.06176249058498599,-0.039033457249071,0.022105560525447997,-0.39357874342652,0.014893891782531999,-0.023397059838497998,-0.0060096153846154,0.13928138877675,0.016226415094340002,0.028224087094579,0.026937609603529,2.9354005167959,-0.044417767106843,-0.05565302144249501,0.18772482014387998
2013-12-31,-0.0073730526816508,0.0028649874656797,0.0075538843752097,0.14368975566017003,-0.47803316846087,-0.70998307952623,-1.1308460325801002,-1.0837004405286,0.031389999699329,0.07235995114382901,-0.38560342520739005,-0.521083172147,0.022088122164128997,-1.0880876312186,-0.010221826356194999,0.0068197879858656,-0.003627569528416,-0.09142452161587498,-0.42740438173041,0.025640573162983994,0.015421720683767,0.45502298095863,-0.038944723618089996,-0.056197750025802004,0.27332954760552997
2014-12-31,-0.0092248712112136,0.0028568027615761,0.022837779993490005,-0.032046256370051,0.75585284280936,2.1505250875146,-5.5763052208835004,-9.9068825910931,0.011762819578463002,0.065014622133292,0.074912891986063,0.16478190630048,-0.013430683252208,-0.32642487046632,-0.0090846760370243,-0.017548169725898,-0.012135922330097,-0.79680187207488,-0.59727626459144,0.0052046592453673,0.0062067650271329,0.032490974729242,-0.02483660130719,-0.0094592377932091,0.077895049799316
2015-12-31,0.0048367593712214,0.0026706231454005,0.03299561712354,-0.025513819985826,0.11301587301586999,0.2962962962963,0.22948661693725,0.36363636363636004,0.0029101177012951,0.03873168193774,-0.16936790923825,-0.23994452149792,-0.013430790315212,-1.2153846153846002,-0.021752291991005,-0.0033222591362126,-0.011056511056511002,0.38387715930902006,0.41545893719807,0.0072060044331476,0.0087874976308217,-0.16520979020979001,-0.022788203753351,0.0087767719143298,-0.049096676320507994
2016-12-31,,0.0044391831902929,0.034769055358789,-0.04311688311688299,0.028237307472903997,0.028571428571429,0.21627408993576,0.13333333333333,-0.011261940673705,0.026184712135124997,-0.12439024390244,-0.22262773722628001,0.0,2.0,-0.0056142522434905,-0.0060931899641576,-0.0099378881987578,0.4368932038835,0.26166097838453,0.010366304412476999,0.011085111107316001,,-0.023319615912209,0.013406292749658,-0.04742567077592501
2017-12-31,,0.0021803182086036,0.037396334566085,-0.0090119435396309,0.054091539528433,0.055555555555555004,0.11737089201878,0.11764705882353,-0.019061178829307,0.013287054612505999,-0.17548746518105998,-0.34741784037559004,-0.0011576217818114,0.22619047619048,-0.0081355028007469,0.0063829787234042,-0.010037641154329001,0.13996138996139001,0.11181244364291999,0.011807348476566002,0.012331914318535,,-0.022471910112359997,0.014038876889849,-0.050091352009744
2018-12-31,,0.0021167754454047,0.04025726321118,-0.019064314670757,0.034473684210526004,0.0,0.026260504201681,0.026315789473683997,-0.012337268028258998,0.0013112823806465,-0.22837837837838001,-0.58093525179856,-0.0023179268462288,0.55339805825243,-0.009815785935189001,0.0053391622173649,-0.008871989860583001,0.08890770533446199,0.10624493106245,0.012858128381804,0.013641824917398,,-0.021551724137931,0.017145899893504,-0.059144093604744
2019-12-31,,0.0020536290559174,0.040589331722853,-0.021892103205628996,0.020605443907403,0.026315789473683997,0.038382804503582,0.03846153846153799,-0.019614311849563998,-0.010583424646551001,-0.32574430823117,-1.5236051502146,-0.0023233121137494,-0.2125,-0.010682600036212,0.0070216709438266,-0.0089514066496164,0.12130637636080999,0.057184750733137994,0.014418184802232,0.014421296105756001,,-0.019089574155653,0.020626112448958,-0.05144804088586
