Date,ODA/PLW_LE_Value,ODA/PLW_LP_Value,ODA/PLW_PPPGDP_Value,ODA/PLW_BCA_NGDPD_Value,ODA/PLW_TX_RPCH_Value,ODA/PLW_TXG_RPCH_Value,ODA/PLW_TM_RPCH_Value,ODA/PLW_TMG_RPCH_Value,ODA/PLW_GGXCNL_NGDP_Value,ODA/PLW_GGR_NGDP_Value,ODA/PLW_GGX_NGDP_Value,ODA/PLW_PPPEX_Value,ODA/PLW_PCPIPCH_Value,ODA/PLW_PCPIEPCH_Value,ODA/PLW_PCPI_Value,ODA/PLW_PCPIE_Value,ODA/PLW_PPPSH_Value
2001-12-31,,0.0,0.050279329608939,-0.36137684136392995,,,,,0.3412270352267,-0.22011811215774,-0.094069336159261,0.0022396416573348,,,0.0079718302484488,-0.0043834621569747,0.0
2002-12-31,,0.0,0.058510638297872,0.032578229104442996,-0.7080702717540501,-0.73467177925833,-0.9534252297410201,-0.8055062551404699,-0.23028589381086997,0.09841041366793901,-0.010882961168091,-0.051396648044693,-2.5282308657465,1.3972602739726,-0.012168357076997,-0.010498892796665002,0.0
2003-12-31,,0.052631578947367995,0.020100502512562998,-0.028702385190459,-8.841560883874001,-3.7971000576147,14.030269058296001,2.0093478744713997,-0.83812244897959,0.15428880722445001,-0.10242439601284,0.010600706713781001,-0.47947454844007,-0.91333333333333,-0.0063497489022691,-0.0009214891264282199,0.0
2004-12-31,,0.0,0.10837438423644999,0.0079259632565171,-1.8567659931651002,-0.39333653747125,-1.9618855821586,-2.2149988906146003,1.1134644478064,-0.053826599866729004,0.00061173591830964,-0.0034965034965035,-10.085173501577,-75.857142857143,0.05760554622071099,0.06812132711413299,0.0
2005-12-31,,0.0,0.04,-0.11800000000000001,-0.64254723582925,-3.2218543983249996,-1.7507754342431998,-1.6657535914293,-1.3445478406108,-0.0025301267671762,-0.13475827689991998,0.029239766081871003,-0.44513888888888997,-0.34307105108631997,0.0319626706031,0.044754761669792004,0.0
2006-12-31,,0.0,0.017094017094017,0.27545866831581,-2.7621378230227,-1.1845479898634,-0.75769469117951,-0.6336289658955799,-0.9106648199446,0.10907141549646002,0.14911541701769,-0.0045454545454545,0.5103254067584501,-0.11463687150838,0.048271347524608,0.039625938695509004,0.0
2007-12-31,,-0.05,0.04201680672268899,-0.32583134672108,-2.3644039551161,-1.8166574661881998,2.2583120204604,1.8889443473921002,-15.930232558139998,0.041733471658964995,0.090436098760761,-0.028538812785387998,-0.38139631240935995,-0.35386168601715995,0.029858685847768997,0.025599672905688,0.0
2008-12-31,,0.0,-0.032258064516129,0.008930176805513999,-0.47235567136227,5.8857625686523,-1.0558608058608,-0.8400138217000699,-0.17393561786085002,-0.084604590104567,-0.08833608050663698,0.047003525264395,2.3352310783657004,5.56875,0.09957779374775401,0.16815795884919,0.0
2009-12-31,,0.0,-0.1,-0.72294166567661,-3.8606481481481003,-1.6529395162775,-30.170960187354,4.543196544276499,-0.49025769956003,-0.030387696568093998,-0.04776971571309599,0.031425364758698,-0.5283663018375301,-1.1467649857278999,0.046975205261223,-0.024676026429797,
2010-12-31,,-0.052631578947367995,0.041666666666667,0.54909948542024,-1.28553703404,-0.86077804923886,-0.9463712267180501,-0.8171634521722199,0.11960542540074,0.12622720897616002,0.12606490618832,-0.045701849836779,-0.76708537364275,-1.5166126418152,0.010934025203855,0.012742506123401002,
2011-12-31,,0.0,0.075555555555556,-0.43252595155709006,3.1420744379368997,-3.8924136069114,-3.2829341317365004,-2.3830580713905,-2.2731277533039997,-0.07254613381637,-0.11685487986156,0.023945267958951,1.4067641681901002,3.7662745098039,0.026330261951854998,0.060761072988147,
2012-12-31,,0.0,0.07438016528925599,0.23121951219512002,-0.3024083196497,0.81807999253279,5.3370491803279005,2.2164869029276,-0.19550173010380997,0.017602109323503003,0.023765261518364,-0.0044543429844098,1.0657045195594002,-0.7260161263781499,0.054392990768420996,0.016656714257279,
2013-12-31,,0.0,0.011538461538462,0.29397781299525,-1.6203086177586001,-1.7645292124448002,-0.64114238410596,-0.11724550898203999,-0.08387096774193599,-0.08893527181996999,-0.08905084413035,0.044742729306488,-0.48097076668504996,0.8018018018017999,0.028227532097004,0.0299999110059,
2014-12-31,,0.0,0.034220532319392004,-0.15799142682179998,-1.3846316011384,-1.024208441057,1.1156286043828998,0.08723375390042,4.739436619718299,0.15610269914417,0.050911833634135005,0.018201284796573996,0.06269925611052099,0.16666666666667002,0.030001907635746002,0.03500146883478201,
2015-12-31,,0.0,0.040441176470588,-0.036363636363636,0.3362565086325,16.233009708738,-0.11189859615646999,-0.15472922385825,-0.80674846625767,-0.078787326606382,0.012483018481019,0.013669821240799,0.16666666666667002,-0.14285714285714002,0.034995706564747,0.029994406832012994,
2016-12-31,,0.0,0.045936395759717,0.3377358490566,-1.0615258408532,-3.1423742454727996,-0.26304481276857,-0.25479775612636996,-1.015873015873,0.026827217881514997,0.05174683544303799,0.010373443983402,-0.14285714285714002,-0.33333333333333,0.030005775033959,0.020002917767584002,
2017-12-31,,0.0,0.043918918918919,-0.019605077574048002,-10.533333333333,-1.0485367594575,-0.30424822990421,-0.30467511885895004,-0.8,0.0038527294179970003,0.0035384170999424,0.0,-0.33333333333333,0.0,0.019994945985217,0.02,
2018-12-31,,0.0,0.045307443365696,0.00014386419220261,0.0059440559440559,0.14628482972135998,-0.0035917390002993,-0.0005698005698005099,159.33333333333,-0.0039578785770827,0.0075555875368784,-0.0010266940451745,0.0,0.0,0.020005574308631,0.019997351344193,
2019-12-31,,0.055555555555556,0.04334365325077401,-0.18742807825085997,0.0041710114702815,0.08777852802160699,-0.7386602583358399,-0.93158494868871,-3.5446985446985,-0.0034919564589154,-0.04406513355235,-0.0010277492291881,0.0,-1.0,0.020000303609922,0.0,
