Date,ODA/LKA_LE_Value,ODA/LKA_LP_Value,ODA/LKA_PPPGDP_Value,ODA/LKA_BCA_NGDPD_Value,ODA/LKA_TX_RPCH_Value,ODA/LKA_TXG_RPCH_Value,ODA/LKA_TM_RPCH_Value,ODA/LKA_TMG_RPCH_Value,ODA/LKA_GGXWDG_NGDP_Value,ODA/LKA_GGXCNL_NGDP_Value,ODA/LKA_GGXONLB_NGDP_Value,ODA/LKA_GGR_NGDP_Value,ODA/LKA_GGX_NGDP_Value,ODA/LKA_NGSD_NGDP_Value,ODA/LKA_PPPEX_Value,ODA/LKA_PCPIPCH_Value,ODA/LKA_PCPIEPCH_Value,ODA/LKA_PCPI_Value,ODA/LKA_PCPIE_Value,ODA/LKA_PPPSH_Value,ODA/LKA_NID_NGDP_Value,ODA/LKA_LUR_Value
1991-12-31,,0.011126821171696999,0.11131654793627001,0.50241439859526,-0.92727272727273,-0.92727272727273,1.3571428571428998,1.3571428571428998,0.019714509064819,0.24794919290818,1.746844840386,-0.027145085803432004,0.042177914110428996,-0.11333402083118,0.041220024312079,-0.43307745987439,-0.54056671083478,0.12185337478687999,0.09012379896526199,0.05035971223021599,0.0037995824634656,-0.077498899163364
1992-12-31,,0.011125972762646002,0.06995008807985902,-0.17078159240321,2.3333333333332997,2.3333333333332997,0.18939393939394,0.18939393939394,-0.031704192220449,-0.37892281594572,-1.0108108108108,-0.020205259781910997,-0.12841923409156,0.38119330076762,0.06750159201868,-0.065895289676678,0.5324459234609,0.11384766672627,0.13814144667147,-0.061643835616438,0.22403394201572002,-0.0067507671326286
1993-12-31,,0.013168179904997,0.06759506985891,0.029774489076815,2.575,2.575,0.08917197452229303,0.08917197452229303,0.015780055311534,0.16609764424718,-25.65,-0.037315875613748,0.0064236684652939,-0.08925939960422698,0.10021873135812,0.031977510322411,-0.25298588490771,0.11746057225410002,0.10320562939797001,0.021897810218978003,-0.06629965677778901,-0.054167238775230005
1994-12-31,,0.014718100890208,0.092231242101656,0.39332763045338,-0.34265734265734005,-0.34265734265734005,-0.28654970760234,-0.28654970760234,-0.016100790091821002,0.2825354999268,1.4452332657201001,-0.040559576431729,0.039937267488511,-0.030419305626185,0.06135911801915799,-0.28083766067932003,-0.5920542635658901,0.08450046685340801,0.042118052040092994,0.035714285714286004,0.059724850778862,-0.047180082746607
1995-12-31,,0.01064451982688,0.078304865373679,-0.054273084479370994,-0.23829787234042998,-0.23829787234042998,-0.7818032786885201,-0.7818032786885201,-0.0011502734612379,-0.038123501883347004,0.19950228121112001,0.06505670311867201,0.033318135587276004,-0.13360034329853,0.069391230310771,-0.09150094696969699,1.7344418052256998,0.076724394847511,0.11512678519382,0.020689655172413998,-0.11141257684513999,-0.065513826464539
1996-12-31,,0.012152777777778002,0.07378241734259598,-0.18423786029603,-0.42081005586591996,-0.42081005586591996,-0.87302779864763,-0.87302779864763,-0.020305064858875,-0.034531861872553,-0.31604426002766,-0.07838570138327701,-0.06581135661677401,0.096417368334159,0.07125796178343902,1.0764820846906,0.45943363446838,0.15936769590356,0.16800255561364003,0.013513513513513998,0.012870560043288,-0.079318496779979
1997-12-31,,0.012121212121212,0.081178124417797,-0.45933471271685994,1.5606462503013998,1.5606462503013998,35.568047337277996,35.568047337277996,-0.079765350366502,-0.16261061946903,-0.58897876643074,-0.034454301629874,-0.072336869641041,0.015861065100638002,0.072017837235228,-0.39982430821359,-0.36069281590382,0.09565494190673302,0.10741191973942998,0.02,-0.09806914447073199,-0.070214273065345
1998-12-31,,0.013162354536209998,0.021351588445391003,-0.3556078893141,-1.1412562388171998,-1.1412562388171998,-0.31229773462783,-0.31229773462783,0.058384748867252007,0.1982973726699,2.6273062730627004,-0.07537393162393201,-0.0023890651313986,0.091852364247245,0.11952301719357,-0.020282279142708002,-0.6532911274555401,0.093719736587255,0.037248254338894,-0.013071895424836999,0.027542731426637,-0.12636891724598
1999-12-31,,0.015221633677168002,0.09800763815395899,0.89447236180905,-4.3839999999999995,-4.3839999999999995,-0.9783529411764699,-0.9783529411764699,0.04651083355156099,-0.18091621754042,-0.5740929128518101,0.023629325784274,-0.041849874371859004,0.0018553715268349999,-0.010527619519445,-0.49930637071816997,0.06981740064446801,0.046928610957388005,0.0398285640071,0.04635761589404,0.08230740725491001,-0.034554174841945
2000-12-31,,0.014224516695958,0.084370503848357,0.51892934651555,2.5975177304965,2.5975177304965,69.494565217391,69.494565217391,0.019387688491416002,0.37266337670106003,1.9498407643312,-0.060898521277797005,0.05789559944276,-0.06666967794390001,0.048629365377394006,0.31628303495311,1.7201305220883998,0.061761285548155,0.10837253840708999,0.012658227848101002,0.025717111770523996,-0.14497008016258
2001-12-31,,0.014349921481562,0.0069819268572312,-0.82505159549135,-0.37873062811456004,-0.37873062811456004,-0.61676046565415,-0.61676046565415,0.06517887636612,0.098158840832335,-0.028070175438597002,-0.0099164613258008,0.028467407722994997,-0.02923099259546,0.11131005669949001,1.2924222797926999,-0.0018455292054996,0.14158833837821,0.10818120351589,-0.0375,-0.21515466211705,0.043179717417139996
2002-12-31,,0.014680760196455,0.018357191285771,0.25045372050817,-2.1912736888497,-2.1912736888497,-3.3804063568698,-3.3804063568698,0.022985281003577003,-0.18730158730159,-0.70286031657873,-0.0020638582008012,-0.07238080891767701,0.053891021486614,0.10375939849624001,-0.32539906766492,0.04363501895165,0.095506401981649,0.11289065148125998,-0.025974025974026,0.064127404186948,0.11392405063291
2003-12-31,,0.011837743989056999,0.08052156872597599,-0.7177068214804101,-1.6202737698853,-1.6202737698853,-1.8346150595791,-1.8346150595791,0.0017042616335446,-0.107421875,-0.5831775700934599,-0.050729927007299,-0.069584280610588,0.023226111636707996,0.030897236278707996,-0.060936027641084994,-0.35530162104704,0.08968010063533999,0.07277849691616499,0.013333333333333,-0.022115640820677,-0.045454545454545005
2004-12-31,,0.011023294509151,0.08344959077380901,7.0616966580977,-0.081474412501491,-0.081474412501491,1.0424260834346,1.0424260834346,0.00055734274623307,0.025300875273523,2.9641255605381,-0.018838908112265,-0.0047560869185792,0.022513984559197002,0.058904044933214,0.0046827962983609995,0.77906018136851,0.09011734104890899,0.12947873488161,0.0065789473684211,0.14686648501361999,-0.011904761904761998
2005-12-31,,0.0090002057189879,0.09660493164796001,-0.20918367346939,-1.0755844155844,-1.0755844155844,-1.205294730058,-1.205294730058,-0.11456297396607,-0.062424969987995,0.20475113122172,0.09802769070010402,0.045289140251655,0.10082285920969,0.06980164920882599,0.21884363555654002,-0.42230460302749,0.10983914209114999,0.074794193426758,0.013071895424836999,0.06228716242971401,-0.07228915662650601
2006-12-31,,0.0078495336153728,0.10975860348151001,1.1387096774193999,-9.0171821305842,-9.0171821305842,-2.8401352330355,-2.8401352330355,-0.030020418299211003,-0.0039834969412434,-0.12159624413146,0.027954558972223997,0.018580655985236002,-0.068670938064728,0.079580017499271,-0.08768096148593299,0.8,0.10020049762060002,0.13464147060199,0.019354838709677,0.042979088232005,-0.14285714285714002
2007-12-31,,0.0078389723360138,0.09639021637540302,-0.18476621417798,-0.50235747963995,-0.50235747963995,-1.2422572178478002,-1.2422572178478002,-0.032861125334244,-0.017997428938722998,-0.05344735435595901,-0.037088468437192997,-0.031624459542927995,0.041982713000529,0.11072517463625,0.5810379241517,0.39133986928104997,0.15841475463826998,0.18733381428424,0.012658227848101002,-0.001000714796283,-0.060606060606060996
2008-12-31,,0.0078783621035729,0.080284046129349,1.2062904717854,-1.9827734711456,-1.9827734711456,-5.7871072589382,-5.7871072589382,-0.042672094309211,0.021090909090908997,0.24392998306042002,-0.064775868285062,-0.039673427733129,-0.23768410360589,0.14089645587213,0.41358414341624,-0.25895478567234,0.22393858984079,0.13881968977579,0.03125,-0.014310246136234,-0.032258064516129
2009-12-31,,0.0078167786905651,0.04325201557370299,-0.9465408805031399,6.1617002629273,6.1617002629273,-4.1202896910716005,-4.1202896910716005,0.057687108270860994,0.4034188034188,0.5646845211075799,-0.035851966075558996,0.10064647538079999,0.32822562735954,0.05082990711131401,-0.8452710547468101,-0.63766027949863,0.034649632210608,0.050304878048781,0.036363636363636,-0.11316782810685001,-0.016666666666667
2010-12-31,,0.0078549550439679,0.09335730952839699,3.2529411764706,-1.8434803891573999,-1.8434803891573999,-1.5991151084355,-1.5991151084355,-0.048278025655326,-0.19224522939505,-0.51668117203365,-0.0079968012794883,-0.08098322404151699,0.06207155993980901,0.060022026431717994,0.79451659451659,0.35606361829026,0.062173994387278,0.06821480406386,0.023391812865497,0.12867316035033,-0.15254237288135997
2011-12-31,,0.0068624087054556,0.10480218245422,2.5965882895342998,-1.7992020311933001,-1.7992020311933001,1.1344430992736,1.1344430992736,-0.042205374256797004,-0.13546117114853,-0.1422569027611,-0.02472121456402,-0.06329889686569799,-0.12802550277461,0.056842105263158,0.08025088452878701,-0.28294971411815995,0.067172539155799,0.04891304347826099,0.04,0.086264413663065,-0.18
2012-12-31,,0.0056959252227253,0.082455103969754,-0.14023843097039002,-0.24589271126441,-0.24589271126441,-1.5360880292675,-1.5360880292675,0.0091775862948045,-0.062209302325580994,-0.25682295311407,-0.08754649400743902,-0.079399943919992,0.080565083950172,0.069979820975837,0.12297156468661999,0.8803925577591499,0.075428971327088,0.09196891191709801,0.032967032967032996,0.023099776346096,-0.024390243902439
2013-12-31,,0.007938813050634,0.08898809198965302,-0.41762337855971,-1.9127347135291002,-1.9127347135291002,-0.99571496587843,-0.99571496587843,-0.010774011013995001,-0.0914445133292,-0.30037664783427004,-0.064240960217408,-0.073201685364739,0.15830583517815,0.05099252883290201,-0.08365371867957,-0.49048602805263,0.069113277509024,0.046856465005931,0.042553191489362,0.032268589513523994,0.0
2014-12-31,,0.0068197099221977,0.08792547007176402,-0.16487455197133,0.8722141632599201,0.8722141632599201,-255.1975308642,-255.1975308642,-0.022587111684266,-0.11958375980894,-0.47913862718708,0.07800903517263601,0.014624527578463,0.035087086653925,0.020451826631085,-0.45688657407407,0.11523687580025999,0.037536606373816,0.052260623229462004,0.035714285714286004,0.010367279853341,0.0
2015-12-31,,0.006821217324938001,0.084674948984057,0.0024524831391784,-0.45995632880186,-0.45995632880186,-0.41821272462359993,-0.41821272462359993,-0.032253429131287,-0.08428599108699901,-0.22222222222222002,0.029409563720721003,-0.0022673288706544,0.00090579710144927,0.03451540906733999,0.42834310069259,0.049368541905855004,0.05362311621754701,0.054834054834055,0.024630541871921,0.0010636301069886,0.0
2016-12-31,,0.0068697588477756,0.085063553473676,-0.041284403669725,-0.14412416851440998,-0.14412416851440998,-0.15702479338842998,-0.15702479338842998,-0.032315978456014,-0.089293271265341,-1.0730897009967,0.017374236696714,-0.0099015258088951,0.019213365819701,0.035325139470014,0.022752704214845,0.0,0.054838845232592,0.05483696428936,0.024038461538462,0.01303125,0.0
2017-12-31,,0.0068228872576698,0.086880286182833,-0.08484848484848499,0.099055166107894,0.099055166107894,-0.071499306793425,-0.071499306793425,-0.027647969645821,-0.015102230483271003,4.0454545454545,0.01643444087174,0.009016886168643,0.010825763267536,0.033614683533646,0.0,0.0,0.054836268026452,0.054836415018558,0.023474178403756,0.0015732486041275,0.0
2018-12-31,,0.0068233864560453,0.08752282147217,-0.040083652840711,0.19758735440932002,0.19758735440932002,0.058660409556314005,0.058660409556314005,-0.024044186213328,-0.011559330030667,1.963963963964,0.021652021089631,0.014027296360485,0.0056758674279536,0.032989858673075,0.0,0.0,0.054836943180316,0.054839138831927,0.022935779816514002,0.0016323764937784,0.0
2019-12-31,,0.0068235621779697,0.086985602839697,-0.026506899055919,-0.080467755007526,-0.080467755007526,-0.14033850493653,-0.14033850493653,-0.028767143424128002,-0.083054892601432,-0.16413373860182,0.014862726209317,-0.0070501522191955,0.0065844727382673,0.033493671884241,0.0,0.0,0.054837006140241,0.05483675963416099,0.026905829596412998,0.0037514221579902,0.0
